"","タブ名","第1層イニシャル","第1層","第1層説明","第2層","第2層説明","第2層メモ","第3層","第4層","メモ"
535,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","精神系","ストレス（息苦しさ、心窩部痛、腹痛、頭痛、疲労、痒み、慢性疼痛等）","編集あり"
536,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","精神系","症状精神病の概念と診断を概説できる。",""
537,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","精神系","認知症のリスク因子、病態生理、症候、診断と治療を説明できる。","編集あり"
538,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","精神系","薬物使用に関連する精神障害やアルコール、ギャンブル等への依存症の病態と症候を説明できる。",""
539,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","精神系","統合失調症の症候と診断、救急治療を説明できる。",""
540,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","精神系","うつ病、双極性障害（躁うつ病）の症候と診断を説明できる。",""
541,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","精神系","不安障害群と心的外傷及びストレス因関連障害群の症候と診断を説明できる。",""
542,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","精神系","身体症状症及び関連症群、食行動障害及び摂食障害群、解離性障害群の症候、診断と治療を説明できる。",""
543,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","精神系","パーソナリティ障害群を概説できる。",""
544,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","精神系","知的能力障害群と自閉症スペクトラム障害(autism spectrum disorder <ASD>)、注意欠如・多動障害(attention deficit / hyperactivity disorder <ADHD>)と運動障害群を説明できる。",""
545,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","遺伝医療・ゲノム医療","集団遺伝学の基礎としてHardy-Weinbergの法則を概説できる。",""
546,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","遺伝医療・ゲノム医療","家系図を作成、評価（Bayesの定理、リスク評価）できる。",""
547,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","遺伝医療・ゲノム医療","生殖細胞系列変異と体細胞変異の違いを説明でき、遺伝学的検査の目的と意義を概説できる。",""
548,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","遺伝医療・ゲノム医療","遺伝情報の特性（不変性、予見性、共有性）を説明できる。",""
549,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","遺伝医療・ゲノム医療","遺伝カウンセリングの意義と方法を説明できる。",""
550,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","遺伝医療・ゲノム医療","遺伝医療における倫理的・法的・社会的配慮を説明できる。",""
551,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","遺伝医療・ゲノム医療","遺伝医学関連情報にアクセスすることができる。",""
552,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","遺伝医療・ゲノム医療","遺伝情報に基づく治療や予防をはじめとする適切な対処法を概説できる。",""
553,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","代表的な市中感染症の原因微生物を理解し説明できる。例 髄膜脳炎、咽頭炎、中耳炎、血流感染・感染性心内膜炎、肺炎、腹腔内感染、膀胱炎・腎盂腎炎、皮膚軟部組織感染、関節炎　など","編集あり"
554,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","代表的な医療関連感染（血管留置カテーテル関連感染、尿路カテーテル感染、医療関連肺炎・人工呼吸器関連肺炎、手術部位感染、クロストリディオイデス・ディフィシル感染）の原因微生物を理解し説明できる。","編集あり"
555,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","代表的な免疫不全（糖尿病、腎臓病、肝臓病、がん・血液疾患、好中球減少、免疫抑制薬使用中、HIV/AIDS, 臓器移植等）患者の罹患しやすい微生物について理解し、説明できる。","編集あり"
556,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","薬剤耐性 (AMR)の現状と代表的な薬剤耐性菌について理解し、抗菌薬適正使用などの予防策を説明できる。例 メチシリン耐性黄色ブドウ球菌(MRSA)","編集あり"
557,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","患者（宿主）、感染臓器・部位、原因微生物の関係を理解し説明できる。","編集あり"
558,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","代表的な市中感染症のリスク因子、感染経路・侵入門戸、病態生理を理解し説明できる。例 髄膜脳炎、咽頭炎、中耳炎、血流感染・感染性心内膜炎、肺炎、腹腔内感染、膀胱炎・腎盂腎炎、皮膚軟部　　組織感染、関節炎　など","編集あり"
559,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","代表的な医療関連感染（血管留置カテーテル関連感染、尿路カテーテル感染、医療関連肺炎・人工呼吸器関連肺炎、手術部位感染、クロストリディオイデス・ディフィシル感染）のリスク因子、感染経路・侵入門戸、病態生理を理解し説明できる。","編集あり"
560,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","敗血症（sepsis）と血流感染の相違を理解し、病態を説明できる。","新設"
561,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","新興感染症についてその感染経路を理解し、必要な感染対策について説明できる。","編集あり"
562,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","医療面接（病歴）と身体所見から感染臓器と原因微生物を想定し説明できる。","編集あり"
563,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","医療面接と身体診察から想定した原因微生物の診断方法を理解し説明できる。","編集あり"
564,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","発熱患者への基本検査（血液培養2セット、尿検査・尿培養、胸部X線）を理解し説明できる。","新設"
565,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","抗菌薬投与の原則（抗菌薬投与前に培養検体を提出する、微生物と臓器による標準薬を選択し投与期間を設定する）を理解し説明できる。","新設"
566,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","抗菌薬の初期治療（エンピリック治療）について理解し説明できる。","新設"
567,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","抗菌薬の最適治療（標的治療）について理解し説明できる。","新設"
568,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","ワクチン予防可能な疾患について理解し説明できる。例　麻疹、風疹、ムンプス、水痘、B型肝炎、インフルエンザ菌、肺炎球菌、破傷風ジフテリア、インフルエンザ、新型コロナウイルスなど","編集あり"
569,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","職業感染対策(ワクチン接種、針刺切創・体液曝露、結核曝露等)について理解し説明できる。",""
570,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","標準予防策(standard precautions)、感染経路別予防策（飛沫感染予防策、接触感染予防策や空気感染予防策等）が必要となる病原微生物、患者から医療従事者への病原微生物曝露を防ぐための個人防護具、予防接種等、医療従事者の体液曝露後の感染予防策を説明できる。",""
571,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","ショック",""
572,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","発熱・高体温","編集あり"
573,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","けいれん",""
574,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","意識障害・失神",""
575,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","脱水",""
576,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","全身倦怠感",""
577,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","黄疸",""
578,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","発疹",""
579,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","リンパ節腫脹",""
580,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","浮腫",""
581,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","胸水",""
582,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","胸痛・胸部圧迫感",""
583,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","呼吸困難・息切れ",""
584,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","咳・痰",""
585,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","血痰・喀血",""
586,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","頭痛・頭重感",""
587,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","腹痛",""
588,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","悪心・嘔吐","編集あり"
589,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","便秘・下痢・血便",""
590,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","吐血・下血",""
591,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","血尿・タンパク尿",""
592,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","関節痛・関節腫脹","編集あり"
593,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","腰背部痛",""
594,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","咽頭痛","新設"
595,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍の定義と病態を説明できる。",""
596,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍のグレード、ステージ、TMN分類を説明できる。","編集あり"
597,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍の病因、リスク因子、疫学を説明できる。","新設"
598,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍の予防と健診について説明できる。","新設"
599,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍に特異的な検査（腫瘍マーカー、バイオマーカーを含む）とその所見を説明できる。","編集あり"
600,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍の画像検査（CT, MRI, PET・核医学、超音波）とその診断を説明できる。","編集あり"
601,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍の生検、病理検査とその所見を説明できる。","編集あり"
602,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","貧血","新設"
603,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","体重減少","新設"
604,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","食欲低下","新設"
605,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","発熱","新設"
606,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","リンパ節腫脹","新設"
607,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","血液・造血器・リンパ系：急性白血病、慢性骨髄性白血病、骨髄異形成症候群<MDS>、成人T細胞白血病、真正赤血球増加症、本態性血小板血症、骨髄線維症、悪性リンパ腫、多発性骨髄腫","～について説明できる」と記載"
608,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","神経系：脳・脊髄腫瘍、転移性脳腫瘍","～について説明できる」と記載"
609,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","皮膚系：皮膚良性腫瘍、皮膚悪性リンパ腫、血管肉腫、基底細胞上皮腫(癌)、扁平上皮癌、悪性黒色腫","～について説明できる」と記載"
610,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","運動器（筋骨格系）：転移性脊椎腫瘍、骨肉腫","～について説明できる」と記載"
611,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","循環器系：粘液腫","～について説明できる」と記載"
612,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","呼吸器系：肺癌、転移性肺腫瘍、縦隔腫瘍、胸膜中皮腫","～について説明できる」と記載"
613,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","消化器系：食道癌、胃癌、大腸ポリープ、大腸癌、胆嚢・胆管癌、原発性肝癌、膵内分泌腫瘍、嚢胞性膵腫瘍、膵癌","～について説明できる」と記載"
614,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腎・尿路系：腎癌、膀胱癌を含む尿路上皮癌","～について説明できる」と記載"
615,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","生殖機能：前立腺癌、精巣腫瘍、子宮頸癌、子宮体癌（子宮内膜癌）、卵巣腫瘍（卵巣癌、卵巣嚢腫）、絨毛性疾患（胞状奇胎、絨毛癌）","～について説明できる」と記載"
616,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","乳房：原発性乳癌","～について説明できる」と記載"
617,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","内分泌・栄養・代謝系：甲状腺腫瘍（腺腫様甲状腺腫、甲状腺癌）、褐色細胞腫","～について説明できる」と記載"
618,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","眼・視覚系：網膜芽細胞腫","～について説明できる」と記載"
619,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","耳鼻・咽喉・口腔系：舌癌、咽頭癌、喉頭癌","～について説明できる」と記載"
620,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","小児腫瘍：神経芽腫","～について説明できる」と記載"
621,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","原発不明癌、転移性腫瘍","新設"
622,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","オンコロジック・エマージェンシー（脊髄圧迫症候群、腫瘍崩壊症候群等）","新設"
623,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍の集学的治療を概説できる。","新設"
