"","第1層","第2層","第3層","第4層"
518,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","耳鼻・咽喉・口腔系","聴力検査と平衡機能検査を説明できる。"
519,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","耳鼻・咽喉・口腔系","味覚検査と嗅覚検査を説明できる。"
520,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","耳鼻・咽喉・口腔系","喉頭内視鏡検査から得られる情報を説明できる。"
521,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","耳鼻・咽喉・口腔系","気道狭窄"
522,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","耳鼻・咽喉・口腔系","めまい"
523,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","耳鼻・咽喉・口腔系","嚥下障害・誤嚥"
524,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","耳鼻・咽喉・口腔系","滲出性中耳炎、急性中耳炎と慢性中耳炎のリスク因子、感染経路、病態生理、原因微生物、症候、診断、治療を説明できる。伝音難聴と感音難聴、迷路性と中枢性難聴、末梢性めまいと中枢性めまい、良性発作性頭位眩暈症の病態、診断、鑑別診断と治療を説明できる。"
525,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","耳鼻・咽喉・口腔系","鼻出血の好発部位と止血法、副鼻腔炎（急性、慢性）、アレルギー性鼻炎の病態と治療を説明できる。"
526,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","耳鼻・咽喉・口腔系","扁桃炎・扁桃周囲膿瘍のリスク因子、感染経路、原因微生物、病態、と　症候、診断、治療を説明できる。歯科疾患（う蝕、歯周病等）とその全身への影響や口腔機能管理、唾液腺疾患、外耳道・鼻腔・咽頭・喉頭・食道の代表的な異物除去法、気管切開の適応について説明できる。"
527,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","耳鼻・咽喉・口腔系","口腔・咽頭癌、喉頭癌、頚部腫瘍について、病因、病期分類、検査所見、画像所見、病理所見、治療法を説明できる。"
528,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","精神系","精神科診断分類法を説明できる。"
529,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","精神系","精神科医療の法と倫理に関する必須項目（精神保健及び精神障害者福祉に関する法律、心神喪失者等医療観察法、インフォームド・コンセント）を説明できる。"
530,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","精神系","コンサルテーション・リエゾン精神医学を説明できる。"
531,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","精神系","患者-医師の良好な信頼関係に基づく精神科面接の基本を説明できる。"
532,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","精神系","心理学的検査法（質問紙法、Rorschachテスト、簡易精神症状評価尺度(Brief Psychiatric Rating Scale <BPRS>)、Hamiltonうつ病評価尺度、Beckのうつ病自己評価尺度、状態特性不安検査(State-Trait Anxiety Inventory <STAI>)、Mini-Mental State Examination <MMSE>、改訂長谷川式簡易知能評価スケール等）の種類と概要を説明できる。"
533,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","精神系","不安・躁うつ"
534,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","精神系","意識障害、不眠、幻覚・妄想"
535,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","精神系","ストレス（息苦しさ、心窩部痛、腹痛、頭痛、疲労、痒み、慢性疼痛等）"
536,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","精神系","症状精神病の概念と診断を概説できる。"
537,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","精神系","認知症のリスク因子、病態生理、症候、診断と治療を説明できる。"
538,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","精神系","薬物使用に関連する精神障害やアルコール、ギャンブル等への依存症の病態と症候を説明できる。"
539,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","精神系","統合失調症の症候と診断、救急治療を説明できる。"
540,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","精神系","うつ病、双極性障害（躁うつ病）の症候と診断を説明できる。"
541,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","精神系","不安障害群と心的外傷及びストレス因関連障害群の症候と診断を説明できる。"
542,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","精神系","身体症状症及び関連症群、食行動障害及び摂食障害群、解離性障害群の症候、診断と治療を説明できる。"
543,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","精神系","パーソナリティ障害群を概説できる。"
544,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","精神系","知的能力障害群と自閉症スペクトラム障害(autism spectrum disorder <ASD>)、注意欠如・多動障害(attention deficit / hyperactivity disorder <ADHD>)と運動障害群を説明できる。"
545,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","遺伝医療・ゲノム医療","集団遺伝学の基礎としてHardy-Weinbergの法則を概説できる。"
546,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","遺伝医療・ゲノム医療","家系図を作成、評価（Bayesの定理、リスク評価）できる。"
547,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","遺伝医療・ゲノム医療","生殖細胞系列変異と体細胞変異の違いを説明でき、遺伝学的検査の目的と意義を概説できる。"
548,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","遺伝医療・ゲノム医療","遺伝情報の特性（不変性、予見性、共有性）を説明できる。"
549,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","遺伝医療・ゲノム医療","遺伝カウンセリングの意義と方法を説明できる。"
550,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","遺伝医療・ゲノム医療","遺伝医療における倫理的・法的・社会的配慮を説明できる。"
551,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","遺伝医療・ゲノム医療","遺伝医学関連情報にアクセスすることができる。"
552,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","遺伝医療・ゲノム医療","遺伝情報に基づく治療や予防をはじめとする適切な対処法を概説できる。"
553,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","代表的な市中感染症の原因微生物を理解し説明できる。例 髄膜脳炎、咽頭炎、中耳炎、血流感染・感染性心内膜炎、肺炎、腹腔内感染、膀胱炎・腎盂腎炎、皮膚軟部組織感染、関節炎　など"
554,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","代表的な医療関連感染（血管留置カテーテル関連感染、尿路カテーテル感染、医療関連肺炎・人工呼吸器関連肺炎、手術部位感染、クロストリディオイデス・ディフィシル感染）の原因微生物を理解し説明できる。"
555,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","代表的な免疫不全（糖尿病、腎臓病、肝臓病、がん・血液疾患、好中球減少、免疫抑制薬使用中、HIV/AIDS, 臓器移植等）患者の罹患しやすい微生物について理解し、説明できる。"
556,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","薬剤耐性 (AMR)の現状と代表的な薬剤耐性菌について理解し、抗菌薬適正使用などの予防策を説明できる。例 メチシリン耐性黄色ブドウ球菌(MRSA)"
557,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","患者（宿主）、感染臓器・部位、原因微生物の関係を理解し説明できる。"
558,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","代表的な市中感染症のリスク因子、感染経路・侵入門戸、病態生理を理解し説明できる。例 髄膜脳炎、咽頭炎、中耳炎、血流感染・感染性心内膜炎、肺炎、腹腔内感染、膀胱炎・腎盂腎炎、皮膚軟部　　組織感染、関節炎　など"
559,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","代表的な医療関連感染（血管留置カテーテル関連感染、尿路カテーテル感染、医療関連肺炎・人工呼吸器関連肺炎、手術部位感染、クロストリディオイデス・ディフィシル感染）のリスク因子、感染経路・侵入門戸、病態生理を理解し説明できる。"
560,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","敗血症（sepsis）と血流感染の相違を理解し、病態を説明できる。"
561,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","新興感染症についてその感染経路を理解し、必要な感染対策について説明できる。"
562,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","医療面接（病歴）と身体所見から感染臓器と原因微生物を想定し説明できる。"
563,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","医療面接と身体診察から想定した原因微生物の診断方法を理解し説明できる。"
564,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","発熱患者への基本検査（血液培養2セット、尿検査・尿培養、胸部X線）を理解し説明できる。"
565,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","抗菌薬投与の原則（抗菌薬投与前に培養検体を提出する、微生物と臓器による標準薬を選択し投与期間を設定する）を理解し説明できる。"
566,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","抗菌薬の初期治療（エンピリック治療）について理解し説明できる。"
567,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","抗菌薬の最適治療（標的治療）について理解し説明できる。"
568,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","ワクチン予防可能な疾患について理解し説明できる。例　麻疹、風疹、ムンプス、水痘、B型肝炎、インフルエンザ菌、肺炎球菌、破傷風ジフテリア、インフルエンザ、新型コロナウイルスなど"
569,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","職業感染対策(ワクチン接種、針刺切創・体液曝露、結核曝露等)について理解し説明できる。"
570,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","標準予防策(standard precautions)、感染経路別予防策（飛沫感染予防策、接触感染予防策や空気感染予防策等）が必要となる病原微生物、患者から医療従事者への病原微生物曝露を防ぐための個人防護具、予防接種等、医療従事者の体液曝露後の感染予防策を説明できる。"
571,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","ショック"
572,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","発熱・高体温"
573,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","けいれん"
574,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","意識障害・失神"
575,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","脱水"
576,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","全身倦怠感"
577,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","黄疸"
578,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","発疹"
579,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","リンパ節腫脹"
580,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","浮腫"
581,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","胸水"
582,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","胸痛・胸部圧迫感"
583,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","呼吸困難・息切れ"
584,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","咳・痰"
585,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","血痰・喀血"
586,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","頭痛・頭重感"
587,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","腹痛"
588,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","悪心・嘔吐"
589,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","便秘・下痢・血便"
590,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","吐血・下血"
591,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","血尿・タンパク尿"
592,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","関節痛・関節腫脹"
593,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","腰背部痛"
594,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","感染症","咽頭痛"
595,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","腫瘍の定義と病態を説明できる。"
596,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","腫瘍のグレード、ステージ、TMN分類を説明できる。"
597,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","腫瘍の病因、リスク因子、疫学を説明できる。"
598,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","腫瘍の予防と健診について説明できる。"
599,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","腫瘍に特異的な検査（腫瘍マーカー、バイオマーカーを含む）とその所見を説明できる。"
600,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","腫瘍の画像検査（CT, MRI, PET・核医学、超音波）とその診断を説明できる。"
601,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","腫瘍の生検、病理検査とその所見を説明できる。"
602,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","貧血"
603,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","体重減少"
604,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","食欲低下"
605,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","発熱"
606,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","リンパ節腫脹"
607,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","血液・造血器・リンパ系：急性白血病、慢性骨髄性白血病、骨髄異形成症候群<MDS>、成人T細胞白血病、真正赤血球増加症、本態性血小板血症、骨髄線維症、悪性リンパ腫、多発性骨髄腫"
608,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","神経系：脳・脊髄腫瘍、転移性脳腫瘍"
609,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","皮膚系：皮膚良性腫瘍、皮膚悪性リンパ腫、血管肉腫、基底細胞上皮腫(癌)、扁平上皮癌、悪性黒色腫"
610,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","運動器（筋骨格系）：転移性脊椎腫瘍、骨肉腫"
611,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","循環器系：粘液腫"
612,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","呼吸器系：肺癌、転移性肺腫瘍、縦隔腫瘍、胸膜中皮腫"
613,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","消化器系：食道癌、胃癌、大腸ポリープ、大腸癌、胆嚢・胆管癌、原発性肝癌、膵内分泌腫瘍、嚢胞性膵腫瘍、膵癌"
614,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","腎・尿路系：腎癌、膀胱癌を含む尿路上皮癌"
615,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","生殖機能：前立腺癌、精巣腫瘍、子宮頸癌、子宮体癌（子宮内膜癌）、卵巣腫瘍（卵巣癌、卵巣嚢腫）、絨毛性疾患（胞状奇胎、絨毛癌）"
616,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","乳房：原発性乳癌"
617,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","内分泌・栄養・代謝系：甲状腺腫瘍（腺腫様甲状腺腫、甲状腺癌）、褐色細胞腫"
618,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","眼・視覚系：網膜芽細胞腫"
619,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","耳鼻・咽喉・口腔系：舌癌、咽頭癌、喉頭癌"
620,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","小児腫瘍：神経芽腫"
621,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","原発不明癌、転移性腫瘍"
622,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","オンコロジック・エマージェンシー（脊髄圧迫症候群、腫瘍崩壊症候群等）"
623,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","腫瘍の集学的治療を概説できる。"
624,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","腫瘍の手術療法を概説できる。腫瘍の放射線療法を概説できる。インターベンショナル・ラディオロジー(IVR)"
625,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","腫瘍の薬物療法（細胞障害性抗癌薬、分子標的治療薬）、造血幹細胞移植、がん免疫療法免疫（チェックポイント阻害薬）を概説できる。"
626,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","腫瘍における支持療法を概説できる。腫瘍における緩和ケアを概説できる。"
627,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","腫瘍の診療におけるチーム医療を概説できる。"
628,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","腫瘍の診療における生命倫理（バイオエシックス）を概説できる。"
629,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","腫瘍","腫瘍性疾患をもつ患者の置かれている状況を深く認識できる。"
630,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","自己抗体の種類と臨床的意義を説明できる。"
631,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","ショック"
632,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","発熱"
633,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","全身倦怠感"
634,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","発疹"
635,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","貧血"
636,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","リンパ節腫脹"
637,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","浮腫"
638,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","呼吸困難・息切れ"
639,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","咳・痰"
640,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","血尿・タンパク尿"
641,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","関節痛・関節腫脹"
642,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","膠原病と自己免疫疾患を概説し、その種類を列挙できる。関節炎をきたす疾患を列挙できる。膠原病に特徴的な皮疹を説明し、関連する疾患を列挙できる。"
643,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","関節リウマチの病態生理、症候、診断、治療とリハビリテーションを説明でき、節外症状を説明できる。"
644,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","成人Still病、若年性特発性関節炎(juvenile idiopathic arthritis <JIA>)の病態、診断、治療について説明できる。"
645,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","全身性エリテマトーデス<SLE>の病態生理、症候、診断と治療、合併症（神経精神全身性エリテマトーデス、ループス腎炎）、抗リン脂質抗体症候群の病態生理、症候、診断と治療を説明できる。"
646,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","全身性強皮症の病態生理、分類、症候、診断及び臓器病変（特に肺・腎）を説明できる。"
647,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","皮膚筋炎・多発性筋炎の症候、診断、治療及び合併症（間質性肺炎、悪性腫瘍）を説明できる。"
648,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","混合性結合組織病を概説できる。"
649,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","Sjögren症候群を概説できる。"
650,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","全身性血管炎を分類/列挙し、その病態生理、症候、診断と治療を説明できる。"
651,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","Behçet病の症候、診断と治療を説明できる。"
652,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","Kawasaki病（急性熱性皮膚粘膜リンパ節症候群）の病態生理、症候、診断と治療を説明できる。"
653,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","主要な全身性アレルギー性疾患の分類と特徴を概説できる。"
654,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","原発性免疫不全症の病態、診断と治療を概説できる。"
655,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","痛風、偽痛風、自己炎症性疾患の病態、診断、治療を説明できる。"
656,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","緊急治療を要する病態を認識するための患者評価法（ABCDEアプローチ）を説明できる。"
657,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","以下を呈する患者への初期対応を概説できる。ショック、呼吸不全、意識障害。"
658,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","中毒患者に必要となる検査と起因物質の分析方法を概説できる。"
659,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","ショック"
660,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","意識障害"
661,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","呼吸困難"
662,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","以下の中毒に関して、病因（発生機序）、症候、診断と治療を説明できる。食中毒、一酸化炭素中毒、農薬（有機リン・有機塩素）、アルコール、薬物（睡眠薬・向精神薬・解熱鎮痛薬・麻薬・覚醒剤）"
663,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","以下の中毒を概説できる。重金属、青酸、ヒ素、パラコート、自然毒 。"
664,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","高温による障害（熱中症）、低音による障害（偶発性低体温症）を説明できる。"
665,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","気圧、振動、騒音による障害について説明できる。"
666,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","熱傷面積（９の法則）と深(達)度から熱傷の重症度、治療方針を説明できる。"
667,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","放射線の生体影響と放射線障害","放射線の種類と放射能、これらの性質・定量法・単位を説明できる。"
668,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","放射線の生体影響と放射線障害","内部被ばくと外部被ばくについて、線量評価やその病態、症候、診断と治療を説明できる。"
669,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","放射線の生体影響と放射線障害","放射線及び電磁波の人体（胎児を含む）への影響（急性影響と晩発影響）を説明できる。"
670,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","放射線の生体影響と放射線障害","種々の正常組織の放射線の透過性や放射線感受性の違いを説明できる。"
671,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","放射線の生体影響と放射線障害","磁気共鳴画像法<MRI>で用いられている磁場や電磁波による人体や植え込みデバイスの発熱等の現象を概説できる。"
672,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","放射線の生体影響と放射線障害","放射線の遺伝子、細胞への作用と放射線による細胞死の機序、局所的・全身的影響を説明できる。"
673,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","放射線の生体影響と放射線障害","放射線被ばく低減の３原則と安全管理を説明できる。"
674,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","放射線の生体影響と放射線障害","放射線診断やインターベンショナルラジオロジーの被ばく軽減の原則を知り、それを実行できる。"
675,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","放射線の生体影響と放射線障害","放射線診断（エックス線撮影、コンピュータ断層撮影<CT>、核医学）や血管造影及びインターベンショナルラジオロジーの利益とコスト･リスク（被ばく線量、急性、晩発影響等）を知り、適応の有無を判断できる。"
676,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","放射線の生体影響と放射線障害","放射線治療の生物学的原理と、人体への急性影響と晩発影響を説明できる。"
677,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","放射線の生体影響と放射線障害","医療被ばくに関して、放射線防護と安全管理を説明できる。"
678,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","放射線の生体影響と放射線障害","放射線診断や治療の被ばくに関して、患者にわかりやすく説明できる。"
