"H28ID","理由・コメント","H28表記(計算列)","医学教育課修正案(20220419)","医学教育課からのコメント(20220419)","タブ名","#VALUE!","Unnamed: 5","Unnamed: 6","Unnamed: 7","Unnamed: 8","Unnamed: 9","Unnamed: 10","Unnamed: 11","Unnamed: 12","Unnamed: 13","Unnamed: 14","Unnamed: 15","H28表記","第1層"
"F-02-15-na-01","総合へ","","","","技能","","","","","","","","","","","","","在宅医療の在り方、今後の必要性と課題を概説できる。","患者ケアのための診療技能"
"F-02-15-na-04","総合へ","","","","技能","","","","","","","","","","","","","在宅における人生の最終段階における医療、看取りの在り方と課題を概説できる。","患者ケアのための診療技能"
"F-02-15-na-05","社会へ","","","","技能","","","","","","","","","","","","","介護の定義と種類を説明できる。","患者ケアのための診療技能"
"F-02-15-na-07","社会へ","","","","技能","","","","","","","","","","","","","地域包括ケアシステムと介護保険制度、障害者総合支援法等の医療保健福祉制度を概説できる。","患者ケアのための診療技能"
"F-02-15-na-06","総合へ","","","","技能","","","","","","","","","","","","","日常生活動作<ADL>（排泄、摂食、入浴等）に応じた介護と環境整備の要点を概説できる。","患者ケアのための診療技能"
"F-02-16-na-02","総合へ","","","","技能","","","","","","","","","","","","","全人的苦痛を説明できる。","患者ケアのための診療技能"
"G-04-01-06-02","総合に委託を検討する(近藤)","","","","技能","","","","","","","","","","","","","健康問題に対する包括的アプローチ（複数の健康問題の相互作用等）を体験する。","患者ケアのための診療技能"
"G-04-01-06-03","総合に委託を検討する(近藤)","","","","技能","","","","","","","","","","","","","家族や地域といった視点をもち、心理・社会的背景により配慮した診療に可能な範囲で参加する。","患者ケアのための診療技能"
"G-04-01-06-04","総合に委託を検討する(近藤)","","","","技能","","","","","","","","","","","","","在宅医療を体験する。","患者ケアのための診療技能"
"F-02-14-na-04","総合へ","","","","技能","","","","","","","","","","","","","障害を国際生活機能分類の心身機能・身体構造、活動、参加に分けて説明できる。","患者ケアのための診療技能"
"F-02-01-na-08","各診療科に含まれるため(近藤)","","","","技能","","","","","","","","","","","","","コンサルテーションや紹介の必要な状況を説明できる。","患者ケアのための診療技能"
"G-04-01-06-05","方略であるため","","","","技能","","","","","","","","","","","","","多職種連携を体験してその重要性を認識する。","患者ケアのための診療技能"
"G-04-01-06-06","方略であるため","","","","技能","","","","","","","","","","","","","臨床現場において、保健・医療・福祉・介護に関する制度に触れる。","患者ケアのための診療技能"
"G-04-03-na-02","方略であるため","","","","技能","","","","","","","","","","","","","学外の臨床研修病院等の地域病院や診療所、さらに保健所や社会福祉施設等の協力を得る。","患者ケアのための診療技能"
"G-04-03-na-03","方略であるため","","","","技能","","","","","","","","","","","","","必要に応じて臨床教授制度等を利用する。","患者ケアのための診療技能"
"G-04-03-na-04","方略であるため","","","","技能","","","","","","","","","","","","","早期臨床体験実習を拡充し、低学年から継続的に地域医療の現場に接する機会を設ける。","患者ケアのための診療技能"
"G-04-03-na-05","方略であるため","","","","技能","","","","","","","","","","","","","衛生学・公衆衛生学実習等と連携し、社会医学的（主に量的）な視点から地域を診る学習機会を作る。","患者ケアのための診療技能"
"G-04-03-na-06","方略であるため","","","","技能","","","","","","","","","","","","","人類学・社会学・心理学・哲学・教育学等と連携し、行動科学・社会科学的（主に質的）な視点から地域における生活の中での医療を知り体験する学習機会を作る。","患者ケアのための診療技能"
"G-04-04-na-04","方略であるため","","","","技能","","","","","","","","","","","","","チームトレーニングによって、チーム医療の実践能力を高める。","患者ケアのための診療技能"
"F-02-15-na-02","総合へ","","","","技能","","","","","","","","","","","","","在宅医療における多職種連携の重要性を説明できる。","患者ケアのための診療技能"
"G-04-01-07-05","知識へ","","","","技能","","","","","","","","","","","","","救急隊員との連携を通じて、病院前救護体制とメディカルコントロールについて学ぶ。","患者ケアのための診療技能"
"B-01-01-na-02","衛生学公衆衛生学教育協議会との意見交換で優先順位は高くないと合意（正規分布のみ残す）","主要な確率分布を説明できる。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
"B-01-02-na-02","衛生学公衆衛生学教育協議会との意見交換で優先順位は高くないと合意（正規分布のみ残す）","パラメトリック検定とノンパラメトリック検定の違いを説明できる。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
"B-01-03-na-01","総合へ","根拠に基づいた医療<EBM>の５つのステップを列挙できる。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
"B-01-03-na-02","総合へ","Patient, population, problem, intervention (exposure), comparison, outcome <PICO (PECO)>を用いた問題の定式化ができる。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
"B-01-03-na-04","総合へ","データベースや二次文献からのエビデンス、診療ガイドラインを検索することができる。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
"B-01-03-na-05","総合へ","得られた情報の批判的吟味ができる。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
"B-01-03-na-06","総合へ","診療ガイドラインの種類と使用上の注意を列挙できる。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
"B-01-03-na-07","総合へ","診療ガイドラインの推奨の強さについて違いを説明できる。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
"B-01-05-na-03","総合へ","身体活動、運動を説明できる。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
"B-01-06-na-05","総合へ","スポーツ医学を説明できる。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
"B-01-07-na-07","総合へ","地域医療に積極的に参加・貢献する。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
"B-01-08-na-05","生涯にわたって共に学ぶ姿勢へ","医療の質の確保（病院機能評価、国際標準化機構(International Organization for Standardization <ISO>)、医療の質に関する評価指標、患者満足度、患者説明文書、同意書、同意撤回書、クリニカルパス等）を説明できる。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
"B-01-08-na-08","？","医療における費用対効果分析を説明できる。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
"B-02-02-na-04","情報・科学技術を活かす能力へ","電子化された診療情報の作成ができ、管理を説明できる。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
"B-03-01-na-01","科学的探究へ","医学研究と倫理（それぞれの研究に対応した倫理指針と法律）を説明できる。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
"B-03-01-na-02","？","臨床研究、臨床試験、治験と市販後臨床試験の違いを概説できる。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
"B-03-01-na-03","？","臨床試験・治験と倫理性（ヘルシンキ宣言、第Ⅰ・Ⅱ・Ⅲ・Ⅳ相試験、医薬品の臨床試験の実施の基準(Good Clinical Practice <GCP>)、治験審査委員会・倫理審査委員会(institutional review board <IRB>)）を説明できる。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
"B-03-01-na-04","？","薬物に関する法令を概説し、医薬品の適正使用に関する事項を列挙できる。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
"B-03-01-na-05","？","副作用と有害事象の違い、報告の意義（医薬品・医療機器等安全性情報報告制度等）を説明できる。","","","社会","","","","","","","","","","","","","","社会における医療の役割の理解"
