第2層,第3層,第4層仮番号,第4層,H28対応項目,メモ
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,胃食道逆流症(gastroesophageal reflux disease <GERD>)と逆流性食道炎の病態生理、症候と診断を説明できる。,D-07-04-01-02,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,Mallory-Weiss症候群を概説できる。,D-07-04-01-03,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,胃潰瘍、十二指腸潰瘍 (消化性潰瘍) の病因、症候、進行度分類、診断と治療を説明できる。,D-07-04-02-01,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,Helicobacter pylori感染症の診断と治療を説明できる。,D-07-04-02-02,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,胃ポリープの病理と肉眼分類を説明できる。,D-07-04-02-03,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,急性胃粘膜病変の概念、診断と治療を説明できる。,D-07-04-02-04,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,急性胃腸炎、慢性胃炎を概説できる。,D-07-04-02-05,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,胃切除後症候群の病態生理を説明できる。,D-07-04-02-06,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,機能性消化管障害（機能性ディスペプシア(functional dyspepsia <FD>)）を説明できる。,D-07-04-02-07,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,肥厚性幽門狭窄症を概説できる。,D-07-04-02-08,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,急性虫垂炎の症候、診断と治療を説明できる。,D-07-04-03-01,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,腸閉塞とイレウスの病因、症候、診断と治療を説明できる。,D-07-04-03-02,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,炎症性腸疾患（潰瘍性大腸炎・Crohn病）の病態生理、症候、診断と治療を説明できる。,D-07-04-03-03,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,痔核と痔瘻の病態生理、症候と診断を説明できる。,D-07-04-03-04,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,機能性消化管障害（過敏性腸症候群）を概説できる。,D-07-04-03-05,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,腸管憩室症（大腸憩室炎と大腸憩室出血）を概説できる。,D-07-04-03-06,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,薬物性腸炎を概説できる。,D-07-04-03-07,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,消化管ポリポーシスを概説できる。,D-07-04-03-08,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,大腸の主な先天性疾患（鎖肛、Hirschsprung病）を概説できる。,D-07-04-03-09,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,腸重積症を概説できる。,D-07-04-03-10,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,便秘症、乳児下痢症を説明できる。,D-07-04-03-11,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,感染性腸炎を概説できる。,D-07-04-03-12,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,虚血性大腸炎を概説できる。,D-07-04-03-13,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,急性出血性直腸潰瘍を概説できる。,D-07-04-03-14,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,上腸間膜動脈閉塞症を概説できる。,D-07-04-03-15,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,消化管神経内分泌腫瘍(neuroendocrine tumor <NET>)を概説できる。,D-07-04-03-16,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,消化管間質腫瘍(gastrointestinal stromal tumor <GIST>)を概説できる。,D-07-04-03-17,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,胆石症の病因、症候、診断と治療を説明できる。,D-07-04-04-01,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,胆嚢炎と胆管炎の病因、病態生理、症候、診断、合併症と治療を説明できる。,D-07-04-04-02,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,胆嚢ポリープを概説できる。,D-07-04-04-03,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,先天性胆道拡張症と膵・胆管合流異常症を概説できる。,D-07-04-04-04,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,A型・B型・C型・D型・E型肝炎の疫学、症候、診断、治療、経過と予後を説明できる。,D-07-04-05-01,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,急性肝炎、慢性肝炎の定義を説明できる。,D-07-04-05-02,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,急性肝不全の概念、診断を説明できる。,D-07-04-05-03,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,肝硬変の病因、病理、症候、診断と治療を説明できる。,D-07-04-05-04,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,肝硬変の合併症（門脈圧亢進症、肝性脳症、肝癌）を概説できる。,D-07-04-05-05,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,アルコール性肝障害を概説できる。,D-07-04-05-06,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,薬物性肝障害を概説できる。,D-07-04-05-07,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,肝膿瘍の症候、診断と治療を説明できる。,D-07-04-05-08,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,原発性胆汁性胆管炎（原発性胆汁性肝硬変）と原発性硬化性胆管炎の症候、診断、治療、経過と予後を説明できる。,D-07-04-05-09,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,自己免疫性肝炎を概説できる。,D-07-04-05-10,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,脂肪性肝疾患を概説できる。,D-07-04-05-11,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,急性膵炎（アルコール性、胆石性、特発性）の病態生理、症候、診断と治療を説明できる。,D-07-04-06-01,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,慢性膵炎（アルコール性、特発性）の病態生理、症候、診断、合併症と治療を説明できる。,D-07-04-06-02,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,自己免疫性膵炎を概説できる。,D-07-04-06-03,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,腹膜炎の病因、症候、診断と治療を説明できる。,D-07-04-07-01,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,ヘルニアの概念、病態（滑脱、嵌頓、絞扼）と好発部位を説明できる。,D-07-04-07-02,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,鼠径部ヘルニアの病因、病態、診断と治療を説明できる。,D-07-04-07-03,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,食道癌の病理所見、肉眼分類と進行度分類を説明できる。,D-07-04-08-01,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,食道癌の症候、診断、治療と予後を説明できる。,D-07-04-08-02,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,胃癌の疫学、病理所見、症候、肉眼分類と進行度分類を説明できる。,D-07-04-08-03,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,胃癌の診断法を列挙し、所見とその意義を説明できる。,D-07-04-08-04,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,胃癌の進行度に応じた治療を概説できる。,D-07-04-08-05,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,大腸癌の病理所見、診断、肉眼分類と進行度分類を説明できる。,D-07-04-08-06,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,大腸癌の症候、診断、治療を説明できる。,D-07-04-08-07,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,胆嚢・胆管癌・乳頭部癌の病理所見、症候、診断と治療を説明できる。,D-07-04-08-08,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,原発性肝癌、転移性肝癌の病因、病理所見、症候、診断と治療を説明できる。,D-07-04-08-09,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,膵癌の病理所見、症候、診断と治療を説明できる。,D-07-04-08-10,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,嚢胞性膵腫瘍の分類と病理所見を説明できる。,D-07-04-08-11,
人体各器官の正常構造と機能、病態、診断、治療,消化器系,,腹膜中皮腫、消化管間質腫瘍<GIST>、消化管カルチノイドを概説できる。,D-07-04-08-12,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,体液の量と組成・浸透圧を小児と成人を区別して説明できる。,D-08-01-na-01,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,腎・尿路系の位置・形態と血管分布・神経支配を説明できる。,D-08-01-na-02,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,腎の機能の全体像やネフロン各部の構造と機能を概説できる。,D-08-01-na-03,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,腎糸球体における濾過の機序を説明できる。,D-08-01-na-04,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,尿細管各部における再吸収・分泌機構と尿の濃縮機序を説明できる。,D-08-01-na-05,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,水電解質、酸・塩基平衡の調節機構を概説できる。,D-08-01-na-06,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,腎で産生される又は腎に作用するホルモン・血管作動性物質（エリスロポエチン、ビタミンD、レニン、アンギオテンシンII、アルドステロン）の作用を説明できる。,D-08-01-na-07,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,蓄排尿の機序を説明できる。,D-08-01-na-08,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,腎・尿路系の画像診断の適応と異常所見を概説できる。,D-08-02-na-01,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,糸球体濾過量（実測、推算）を含む腎機能検査法を概説できる。,D-08-02-na-02,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,腎生検の適応と禁忌を説明できる。,D-08-02-na-03,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,尿流動態検査を説明できる。,D-08-02-na-04,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,高・低Na血症（原因疾患、症候、治療）を概説できる。,D-08-03-01-01,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,高・低K血症（原因疾患、症候、治療）を概説できる。,D-08-03-01-02,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,高・低Ca血症（原因疾患、症候、治療）を概説できる。,D-08-03-01-03,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,高・低P血症、高・低Cl血症、高・低Mg血症を概説できる。,D-08-03-01-04,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,アシドーシス・アルカローシス（代謝性・呼吸性）の定義、病態生理と診断を説明できる。,D-08-03-02-01,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,アシドーシス・アルカローシス（代謝性・呼吸性）の治療を概説できる。,D-08-03-02-02,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,脱水,D-08-03-03-01,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,浮腫,D-08-03-03-02,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,血尿・タンパク尿,D-08-03-03-03,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,尿量・排尿の異常,D-08-03-03-04,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,急性腎不全（急性腎障害）の病因、症候、診断と治療を説明できる。,D-08-04-01-01,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,慢性腎不全（慢性腎臓病(chronic kidney disease <CKD>)）の病因、症候、診断と治療を説明できる。,D-08-04-01-02,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,慢性腎臓病<CKD>重症度分類を説明できる。,D-08-04-01-03,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,慢性腎不全の合併症である腎性貧血、ミネラル骨代謝異常を概説できる。,D-08-04-01-04,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,透析導入基準（慢性腎不全）を説明できる。,D-08-04-01-05,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,腎不全の治療（血液透析・腹膜透析・腎移植）を説明できる。,D-08-04-01-06,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,急性糸球体腎炎症候群の病因、症候、診断と治療を説明できる。,D-08-04-02-01,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,慢性糸球体腎炎症候群（IgA腎症を含む）の症候、診断と治療を説明できる。,D-08-04-02-02,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,ネフローゼ症候群の分類、症候、診断と治療を説明できる。,D-08-04-02-03,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,急速進行性糸球体腎炎を概説できる。,D-08-04-02-04,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,臨床症候分類（急性腎炎症候群、慢性腎炎症候群、ネフローゼ症候群、急速進行性腎炎症候群、反復性または持続性血尿症候群）を概説できる。,D-08-04-02-05,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,高血圧による腎障害（腎硬化症）を概説できる。,D-08-04-03-01,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,腎血管性高血圧症を概説できる。,D-08-04-03-02,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,尿細管性アシドーシスの分類、病態生理、診断と治療を説明できる。,D-08-04-04-01,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,Fanconi症候群（腎性糖尿を含む）の概念、症候と診断を説明できる。,D-08-04-04-02,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,急性・慢性腎盂腎炎の病因、症候、診断と治療を説明できる。,D-08-04-05-01,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,急性・慢性尿細管間質性腎炎の病因、症候、診断と治療を説明できる。,D-08-04-05-02,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,糖尿病腎症の症候、診断と治療を説明できる。,D-08-04-06-01,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,ループス腎炎の症候、診断と治療を説明できる。,D-08-04-06-02,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,アミロイド腎症の症候、診断と治療を説明できる。,D-08-04-06-03,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,膠原病類縁疾患（血管炎症候群、抗糸球体基底膜(glomerular basement membrane <GBM>)病（Goodpasture症候群））の腎病変を説明できる。,D-08-04-06-04,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,IgA血管炎（紫斑病性腎炎）を概説できる。,D-08-04-06-05,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,腎尿路の主な先天異常（多発性嚢胞腎、膀胱尿管逆流）を概説できる。,D-08-04-07-01,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,腎外傷の症候、診断と治療を説明できる。,D-08-04-07-02,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,尿路結石の病因、症候、診断と治療を説明できる。,D-08-04-08-01,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,尿路の炎症（膀胱炎・前立腺炎・尿道炎）の病因、診断と治療を説明できる。,D-08-04-08-02,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,神経因性膀胱を概説できる。,D-08-04-08-03,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,腎癌の症候、病理所見、診断、治療を説明できる。,D-08-04-09-01,
人体各器官の正常構造と機能、病態、診断、治療,腎・尿路系（体液・電解質バランスを含む）,,膀胱癌を含む尿路上皮癌の症候、診断、治療を説明できる。,D-08-04-09-02,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,生殖腺の発生と性分化の過程を説明できる。,D-09-01-na-01,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,男性生殖器の発育の過程を説明できる。,D-09-01-na-02,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,男性生殖器の形態と機能を説明できる。,D-09-01-na-03,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,精巣の組織構造と精子形成の過程を説明できる。,D-09-01-na-04,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,陰茎の組織構造と勃起・射精の機序を説明できる。,D-09-01-na-05,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,女性生殖器の発育の過程を説明できる。,D-09-01-na-06,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,女性生殖器の形態と機能を説明できる。,D-09-01-na-07,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,性周期発現と排卵の機序を説明できる。,D-09-01-na-08,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,閉経の過程と疾病リスクの変化を説明できる。,D-09-01-na-09,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,精巣と前立腺の検査法（尿路造影、超音波検査、コンピュータ断層撮影<CT>、磁気共鳴画像法<MRI>）の適応と異常所見を説明し、結果を解釈できる。,D-09-02-01-01,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,血中ホルモン（卵胞刺激ホルモン(follicle-stimulating hormone <FSH>)、黄体形成ホルモン(luteinizing hormone <LH>)、プロラクチン、ヒト絨毛性ゴナドトロピン(human chorionic gonadotropin <hCG>、エストロゲン、プロゲステロン）測定値を評価できる。,D-09-02-02-01,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,骨盤内臓器と腫瘍の画像診断（超音波検査、コンピュータ断層撮影<CT>、磁気共鳴画像法<MRI>、子宮卵管造影(hysterosalpingography <HSG>)所見を概説できる。,D-09-02-02-02,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,基礎体温の所見を説明できる。,D-09-02-02-03,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,腟分泌物の所見を説明できる。,D-09-02-02-04,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,勃起不全と射精障害を概説できる。,D-09-03-01-01,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,精巣機能障害を概説できる。,D-09-03-01-02,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,腹痛,D-09-03-02-01,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,腹部膨隆（腹水を含む）・膨満・腫瘤,D-09-03-02-02,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,血尿・タンパク尿,D-09-03-02-03,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,尿量・排尿の異常,D-09-03-02-04,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,不正性器出血、腟分泌物（帯下）の増量、腟乾燥感、性交痛、乳汁漏出症をきたす疾患を列挙し、その病態を説明できる。,D-09-03-03-01,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,貧血,D-09-03-04-01,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,腹痛,D-09-03-04-02,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,腹部膨隆（腹水を含む）・膨満・腫瘤,D-09-03-04-03,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,尿量・排尿の異常,D-09-03-04-04,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,月経異常・無月経,D-09-03-04-05,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,男性不妊症を概説できる。,D-09-04-01-01,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,前立腺肥大症の診断と治療を説明できる。,D-09-04-01-02,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,停留精巣、陰嚢内腫瘤を概説できる。,D-09-04-01-03,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,内外生殖器の先天異常を説明できる。,D-09-04-02-01,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,卵巣機能障害、更年期障害を概説できる。,D-09-04-02-02,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,不妊症の系統診断と治療を説明できる。,D-09-04-02-03,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,子宮筋腫・子宮腺筋症の症候、診断と治療を概説できる。,D-09-04-02-04,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,子宮内膜症の症候、診断と治療を説明できる。,D-09-04-02-05,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,外陰、腟と骨盤内感染症の症候、診断と治療を説明できる。,D-09-04-02-06,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,前立腺癌の症候、病理所見、診断、治療を説明できる。,D-09-04-03-01,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,精巣腫瘍の症候、診断、治療を説明できる。,D-09-04-03-02,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,子宮頸癌・子宮体癌（子宮内膜癌）の予防、症候、病理所見、診断、治療を説明できる。,D-09-04-03-03,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,卵巣腫瘍（卵巣癌、卵巣嚢腫）の症候、病理所見、診断、治療を説明できる。,D-09-04-03-04,
人体各器官の正常構造と機能、病態、診断、治療,生殖機能,,絨毛性疾患（胞状奇胎、絨毛癌）の症候、診断、治療を説明できる。,D-09-04-03-05,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,妊娠の診断法を説明できる。,D-10-01-na-01,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,妊娠に伴う身体的変化を概説できる。,D-10-01-na-02,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,胎児・胎盤検査法（超音波検査、分娩監視装置による）の意義を説明できる。,D-10-01-na-03,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,羊水検査法の意義と異常所見を説明できる。,D-10-01-na-04,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,腹痛,D-10-02-na-01,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,悪心・嘔吐,D-10-02-na-02,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,腹部膨隆（腹水を含む）・膨満・腫瘤,D-10-02-na-03,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,妊娠・分娩・産褥での母体の解剖学的と生理学的変化を説明できる。,D-10-03-na-01,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,胎児・胎盤系の発達過程での機能・形態的変化を説明できる。,D-10-03-na-02,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,正常妊娠の経過を説明できる。,D-10-03-na-03,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,正常分娩の経過を説明できる。,D-10-03-na-04,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,産褥の過程を説明できる。,D-10-03-na-05,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,育児に伴う母体の構造的・生理的な変化、精神問題を説明できる。,D-10-03-na-06,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,母子保健の意義を医学的に説明できる。,D-10-03-na-07,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,妊娠時の薬物療法の注意点を説明できる。,D-10-03-na-08,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,主な異常妊娠（流産、切迫流産、子宮外妊娠（異所性妊娠）、妊娠高血圧症候群、多胎妊娠、胎児発育不全）の病態を説明できる。,D-10-04-na-01,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,主な異常分娩（早産、微弱陣痛、遷延分娩、回旋異常、前置胎盤、癒着胎盤、常位胎盤早期剥離、弛緩出血、分娩外傷）の病態を説明できる。,D-10-04-na-02,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,主な異常産褥（子宮復古不全、産褥熱、乳腺炎）の病態を説明できる。,D-10-04-na-03,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,産科救急（産科出血、播種性血管内凝固<DIC>）の病態と治療を説明できる。,D-10-04-na-04,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,"主な合併症妊娠（耐糖能異常、甲状腺疾患、血液型不適合妊娠、toxoplasmosis, other agents, rubella, cytomegalovirus, herpes simplex <TORCH>症候群）の病態を説明できる。",D-10-04-na-05,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,人工妊娠中絶の適応を説明できる。,D-10-05-na-01,
人体各器官の正常構造と機能、病態、診断、治療,妊娠と分娩,,帝王切開術の適応を説明できる。,D-10-05-na-02,
人体各器官の正常構造と機能、病態、診断、治療,乳房,,乳房の構造と機能を説明できる。,D-11-01-na-01,
人体各器官の正常構造と機能、病態、診断、治療,乳房,,成長発達に伴う乳房の変化を説明できる。,D-11-01-na-02,
人体各器官の正常構造と機能、病態、診断、治療,乳房,,乳汁分泌に関するホルモンの作用を説明できる。,D-11-01-na-03,
人体各器官の正常構造と機能、病態、診断、治療,乳房,,乳房腫瘤の画像診断（乳房撮影、超音波検査、磁気共鳴画像法<MRI>）を概説できる。,D-11-02-na-01,
人体各器官の正常構造と機能、病態、診断、治療,乳房,,乳房腫瘤に対する細胞・組織診断法を概説できる。,D-11-02-na-02,
人体各器官の正常構造と機能、病態、診断、治療,乳房,,乳房腫瘤、異常乳汁分泌（血性乳頭分泌）と乳房の腫脹・疼痛・変形をきたす主な病因を列挙できる。,D-11-03-na-01,
人体各器官の正常構造と機能、病態、診断、治療,乳房,,良性乳腺疾患の種類を列挙できる。,D-11-04-01-01,
人体各器官の正常構造と機能、病態、診断、治療,乳房,,女性化乳房を概説できる。,D-11-04-01-02,
人体各器官の正常構造と機能、病態、診断、治療,乳房,,乳癌の危険因子、症候、病理所見、診断、治療と予後を説明できる。,D-11-04-02-01,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,ホルモンを構造から分類し作用機序と分泌調節機能を説明できる。,D-12-01-na-01,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,各内分泌器官の位置を図示し、そこから分泌されるホルモンを列挙できる。,D-12-01-na-02,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,視床下部ホルモン・下垂体ホルモンの名称、作用と相互関係を説明できる。,D-12-01-na-03,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,甲状腺と副甲状腺（上皮小体）から分泌されるホルモンの作用と分泌調節機構を説明できる。,D-12-01-na-04,
