第2層,第3層,第4層,UID,H28対応項目,メモ,H28の記述,査読への返答,A,B,C,D,E,F,G,H,I
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,眼・視覚系でみられる症状・症候について説明できる。,JkxnuTI,"D-13-03-02-01,D-13-03-02-02,D-13-03-02-03,D-13-03-02-01,D-13-03-02-02,D-13-03-02-03,D-13-03-02-01,D-13-03-02-02,D-13-03-02-03,D-13-03-01-01,D-13-03-01-01,D-13-03-01-01,D-13-03-01-01,D-13-03-01-01,D-13-03-01-01",,,,,,症状・症候について「何を」説明できるかがないとカリキュラムに反映しにくい。「〜症状・症候について、病態と鑑別疾患、診断、治療を説明できる」ということであれば、ここで扱われるべきなのは視力障害、視野異常、色覚異常、眼球運動障害、眼脂・眼の充血、飛蚊症、眼痛だけ。,,「ついて」を削除,,,,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,眼・視覚系で行う検査方法について基本的事項を説明できる。,JkxnuTM,"D-13-02-na-01,D-13-02-na-01,D-13-02-na-01,D-13-02-na-01,D-13-02-na-01",,,,,,,,,,,,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,眼・視覚系疾患に特異的な治療法について基本的事項を説明できる。,JkxnuTQ,,,,,,,,,,,,,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,眼・視覚系の疾患・病態について病因、疫学、症候、主な検査・診断、治療法を説明できる。,JkxnuTU,"D-13-04-01-01,D-13-04-01-02,,D-13-04-01-03,D-13-04-01-04,D-13-04-01-05,,D-13-04-01-06,D-13-04-01-07,D-13-04-01-08,D-13-04-01-09,D-13-04-01-10,D-13-04-02-01",,,,,,,,,,,,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,耳鼻・咽喉・口腔系の構造と機能について基本的事項を説明できる。,JkxnuTY,"D-14-01-na-01,D-14-01-na-02,D-14-01-na-03,D-14-01-na-04,D-14-01-na-05,D-14-01-na-06",,,,,,,,,,,,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,耳鼻・咽喉・口腔系でみられる症状・症候について説明できる。,JkxnuTc,"D-14-02-na-01, D-14-02-na-02,D-14-02-na-01, D-14-02-na-02,D-14-03-01-01,D-14-03-01-01,D-14-03-01-01,D-14-03-01-01,D-14-03-01-01,D-14-03-01-01,D-14-03-01-01,D-14-03-01-01,D-14-03-01-01,D-14-03-01-01,D-14-03-01-01,D-14-03-01-01,D-14-03-01-01,D-14-03-01-01",,,,,,症状・症候について「何を」説明できるかがないとカリキュラムに反映しにくい。「〜症状・症候について、病態と鑑別疾患、診断、治療を説明できる」ということであれば、ここで扱われるべきなのは気道狭窄、難聴、鼻出血、咽頭痛、開口障害、嗄声だけ。,,「ついて」を削除,,,,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,耳鼻・咽喉・口腔系で行う検査方法について基本的事項を説明できる。,JkxnuTg,"D-14-02-na-01,D-14-02-na-02,",,,,,,,,,,,,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,耳鼻・咽喉・口腔系疾患に特異的な治療法について基本的事項を説明できる。,JkxnuTk,",D-14-04-01-10",,,,,,,,,,,,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,耳鼻・咽喉・口腔系の疾患・病態について病因、疫学、症候、主な検査・診断、治療法を説明できる。,JkxnuTo,"D-14-04-01-01,,D-14-04-01-02,D-14-04-01-03,D-14-04-01-04,,D-14-04-01-05,D-14-04-01-06,D-14-04-01-07,D-14-04-01-08,D-14-04-01-09,D-14-04-01-10,D-14-04-01-11,D-14-04-01-12,,,,,,D-14-04-02-01, D-14-04-02-02",,,,,,,,,,,,
人体各器官の正常構造と機能、病態、診断、治療,精神系,精神系の構造と機能について基本的事項を説明できる。,JkxnuTs,,,,,,,,,,,,,
人体各器官の正常構造と機能、病態、診断、治療,精神系,精神系でみられる症状・症候について説明できる。,JkxnuTw,"D-15-02-na-02,D-15-02-na-02,D-15-02-na-02,D-15-02-na-01, D-15-02-na-02, D-15-02-na-03,D-15-02-na-01, D-15-02-na-02, D-15-02-na-03,D-15-02-na-01, D-15-02-na-02, D-15-02-na-03",,,,,,症状・症候について「何を」説明できるかがないとカリキュラムに反映しにくい。「〜症状・症候について、病態と鑑別疾患、診断、治療を説明できる」ということであれば、ここで扱われるべきなのは不眠、幻覚・妄想。ストレスに関するH28 D-15-2-3の項目は厳密には症状・症候からの診断アプローチではないので、別立てにしては？「ストレスなどの心理社会的要因が症状・症候（息苦しさ、心窩部痛、腹痛、頭痛、疲労、痒み、慢性疼痛等）に密接に関与している代表的な疾患を列挙し、その鑑別診断を説明できる。」H28 C-5-4のストレス関連（ストレス学説やコーピングなど）がどこにもないですが、削除？,,「ついて」を削除,,,,
人体各器官の正常構造と機能、病態、診断、治療,精神系,精神系で行う検査方法について基本的事項を説明できる。,JkxnuT0,"D-15-01-na-05,,,,,,,,D-15-01-na-02",,,,,,,,,,,,
人体各器官の正常構造と機能、病態、診断、治療,精神系,精神系疾患に特異的な治療法について基本的事項を説明できる。,JkxnuT4,"D-15-01-na-01,D-15-01-na-03,D-15-01-na-04",,,,,,,,,,,,
人体各器官の正常構造と機能、病態、診断、治療,精神系,精神系の疾患・病態について病因、疫学、症候、主な検査・診断、治療法を説明できる。,JkxnuT8,"D-15-03-na-02,D-15-03-na-01,D-15-03-na-03,D-15-03-na-05, D-15-03-na-06,D-15-03-na-04,,D-15-03-na-07,D-15-03-na-09,D-15-03-na-07, D-15-03-na-08,D-15-03-na-08,D-15-03-na-10",,,,,,認知症については、神経系・精神系以外の疾患についても入れてくださいというエキスパートパネルからの要望があります。「認知症の病因を列挙でき、認知症をきたす主な病態（Alzheimer型認知症、Lewy小体型認知症、血管性認知症）、治療可能な認知症（Treatable dementia: 甲状腺機能低下症、正常圧水頭症、薬剤性など）の症候と診断、治療を説明できる。」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,遺伝医療・ゲノム医療,集団遺伝学の基礎としてHardy-Weinbergの法則を概説できる。,JkxnuUA,E-01-01-na-01,,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,遺伝医療・ゲノム医療,家系図を作成、評価（Bayesの定理、リスク評価）できる。,JkxnuUE,E-01-01-na-02,,,,,,Bayesの定理は遺伝診断だけではなく、診断推論一般で扱われるべきでは？,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,遺伝医療・ゲノム医療,生殖細胞系列変異と体細胞変異の違いを説明でき、遺伝学的検査の目的と意義を概説できる。,JkxnuUI,E-01-01-na-03,,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,遺伝医療・ゲノム医療,遺伝情報の特性（不変性、予見性、共有性）を説明できる。,JkxnuUM,E-01-01-na-04,,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,遺伝医療・ゲノム医療,遺伝カウンセリングの意義と方法を説明できる。,JkxnuUQ,E-01-01-na-05,,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,遺伝医療・ゲノム医療,遺伝医療における倫理的・法的・社会的配慮を説明できる。,JkxnuUU,E-01-01-na-06,,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,遺伝医療・ゲノム医療,遺伝医学関連情報にアクセスすることができる。,JkxnuUY,E-01-01-na-07,,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,遺伝医療・ゲノム医療,遺伝情報に基づく治療や予防をはじめとする適切な対処法を概説できる。,JkxnuUc,E-01-01-na-08,,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,代表的な市中感染症の原因微生物を理解し説明できる。例 髄膜脳炎、咽頭炎、中耳炎、血流感染・感染性心内膜炎、肺炎、腹腔内感染、膀胱炎・腎盂腎炎、皮膚軟部組織感染、関節炎　など,JkxnuUg,E-02-01-na-02,"編集あり,E-02-01-na-02は4項目に分割(校正者)",,,,,各々の疾患に関する項目で扱えばよいと思いますので、削除でよいのでは,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,代表的な医療関連感染（血管留置カテーテル関連感染、尿路カテーテル感染、医療関連肺炎・人工呼吸器関連肺炎、手術部位感染、クロストリディオイデス・ディフィシル感染）の原因微生物を理解し説明できる。,JkxnuUk,"E-02-01-na-02,E-02-01-na-03","編集あり,E-02-01-na-02は4項目に分割(校正者)",,,,,,,,,,生涯7と重なると思います,
全身に及ぶ生理的変化、病態、診断、治療,感染症,"代表的な免疫不全（糖尿病、腎臓病、肝臓病、がん・血液疾患、好中球減少、免疫抑制薬使用中、HIV/AIDS, 臓器移植等）患者の罹患しやすい微生物について理解し、説明できる。",JkxnuUo,E-02-01-na-06,編集あり,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,薬剤耐性 (AMR)の現状と代表的な薬剤耐性菌について理解し、抗菌薬適正使用などの予防策を説明できる。例 メチシリン耐性黄色ブドウ球菌(MRSA),JkxnuUs,E-02-01-na-04,編集あり,,,,,薬剤耐性(antimicrobial resistance <AMR>) の機構、現状と代表的な薬剤耐性菌（メチシリン耐性黄色ブドウ球菌（Methicillin-resistant Staphylococcus aureus <MRSA>など）、抗菌薬適正使用などの予防策を説明できる。,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,患者（宿主）、感染臓器・部位、原因微生物の関係を理解し説明できる。,JkxnuUw,E-02-01-na-05,"編集あり,E-02-01-na-05?(校正者)",,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,代表的な市中感染症のリスク因子、感染経路・侵入門戸、病態生理を理解し説明できる。例 髄膜脳炎、咽頭炎、中耳炎、血流感染・感染性心内膜炎、肺炎、腹腔内感染、膀胱炎・腎盂腎炎、皮膚軟部組織感染、関節炎　など,JkxnuU0,E-02-01-na-02,"編集あり,E-02-01-na-02は4項目に分割(校正者)",,,,,各々の疾患に関する項目で扱えばよいと思いますので、削除でよいのでは,,204に統合、ないし削除,,,204と統合でいいと思います,
全身に及ぶ生理的変化、病態、診断、治療,感染症,代表的な医療関連感染（血管留置カテーテル関連感染、尿路カテーテル感染、医療関連肺炎・人工呼吸器関連肺炎、手術部位感染、クロストリディオイデス・ディフィシル感染）のリスク因子、感染経路・侵入門戸、病態生理を理解し説明できる。,JkxnuU4,"E-02-01-na-02,E-02-01-na-03","編集あり,E-02-01-na-02は4項目に分割(校正者)",,,,,,,205に統合、ないし削除,,,205と統合でいいと思います,
全身に及ぶ生理的変化、病態、診断、治療,感染症,敗血症（sepsis）と血流感染の相違を理解し、病態を説明できる。,JkxnuU8,,"新設,E-02-01-na-01と関連?(校正者)",,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,新興感染症についてその感染経路を理解し、必要な感染対策について説明できる。,JkxnuVA,E-02-01-na-07,編集あり,,,,,,,,,,再興感染症は削除でしょうか,
全身に及ぶ生理的変化、病態、診断、治療,感染症,医療面接（病歴）と身体所見から感染臓器と原因微生物を想定し説明できる。,JkxnuVE,E-02-02-na-01,"編集あり,E-02-02-na-01は2項目に分割(校正者)",,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,医療面接と身体診察から想定した原因微生物の診断方法を理解し説明できる。,JkxnuVI,E-02-02-na-01,"編集あり,E-02-02-na-01は2項目に分割(校正者)",,,,,213とまとめては？「医療面接と身体診察から、感染臓器と原因微生物を想定し、その診断方法を説明できる」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,発熱患者への基本検査（血液培養2セット、尿検査・尿培養、胸部X線）を理解し説明できる。,JkxnuVM,,新設,,,,,,,,,,,胸部X線
全身に及ぶ生理的変化、病態、診断、治療,感染症,抗菌薬投与の原則（抗菌薬投与前に培養検体を提出する、微生物と臓器による標準薬を選択し投与期間を設定する）を理解し説明できる。,JkxnuVQ,,"新設,E-02-02-na-06と関連?(校正者)",,,,,,,,,,207とまとめて抗生物質の使用方法としてはどうでしょうか,
全身に及ぶ生理的変化、病態、診断、治療,感染症,抗菌薬の初期治療（エンピリック治療）について理解し説明できる。,JkxnuVU,,"新設,E-02-02-na-06と関連?(校正者)",,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,抗菌薬の最適治療（標的治療）について理解し説明できる。,JkxnuVY,,"新設,E-02-02-na-06と関連?(校正者)",,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,ワクチン予防可能な疾患について理解し説明できる。例　麻疹、風疹、ムンプス、水痘、B型肝炎、インフルエンザ菌、肺炎球菌、破傷風ジフテリア、インフルエンザ、新型コロナウイルスなど,JkxnuVc,E-02-02-na-07,編集あり,,,,,これだけでは何の理解と説明が求められいるのかが曖昧なので、「ワクチンで予防可能な疾患（Vaccin Preventable Diseases <VPD>：麻疹、風疹、ムンプス、水痘、B型肝炎、インフルエンザ菌、肺炎球菌、破傷風ジフテリア、インフルエンザ、新型コロナウイルスなど）について、予防の重要性と合併症、ワクチン接種の効果と副反応を説明できる。」,,について→を、理解し→削除,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,職業感染対策(ワクチン接種、針刺切創・体液曝露、結核曝露等)について理解し説明できる。,JkxnuVg,E-02-04-05-02,E-02-04-05-02は分割(校正者),,,,,特にワクチン接種、針刺し、体液暴露については学生自身が対応できる必要があるので、「〜について理解し対応できる」,,,,,生涯9と重なる気がします,
全身に及ぶ生理的変化、病態、診断、治療,感染症,標準予防策(standard precautions)、感染経路別予防策（飛沫感染予防策、接触感染予防策や空気感染予防策等）が必要となる病原微生物、患者から医療従事者への病原微生物曝露を防ぐための個人防護具、予防接種等、医療従事者の体液曝露後の感染予防策を説明できる。,JkxnuVo,"E-02-04-05-01,E-02-04-05-02,E-02-04-05-03",E-02-04-05-02は分割(校正者),,,,,説明し、実施できる,標準予防策〈standard precautions〉と記載,,,,標準予防策の不要な感染がなさそうなことと、標準予防策の必要性は生涯10ででてきます,
全身に及ぶ生理的変化、病態、診断、治療,感染症,ショック,JkxnuVs,E-02-03-na-01,症候をまとめるかセルに入れるか統一した方が良いと思います。（KY）,,,,,312で敗血症性ショックもあるので、削除でよいのでは？,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,発熱・高体温,JkxnuVw,E-02-03-na-02,編集あり,,,,,技能案件,,別表に感染症を作成して移すか、臓器横断的技能に移す,,,222-245の症候ごとの記載は必要でしょうか？,
全身に及ぶ生理的変化、病態、診断、治療,感染症,けいれん,JkxnuV0,E-02-03-na-03,,,,,,技能案件,,別表に感染症を作成して移すか、臓器横断的技能に移す,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,意識障害・失神,JkxnuV4,E-02-03-na-04,,,,,,技能案件,,別表に感染症を作成して移すか、臓器横断的技能に移す,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,脱水,JkxnuV8,E-02-03-na-05,,,,,,脱水は感染症特有の症状・症候ではないので、Generalに基礎医学>個体の構成と機能(34あたり）で扱われるべきでは。「脱水の原因、病態、症状・症候、診断と治療の要点を説明できる」,,別表に感染症を作成して移すか、臓器横断的技能に移す,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,全身倦怠感,JkxnuWA,E-02-03-na-06,,,,,,技能案件,,別表に感染症を作成して移すか、臓器横断的技能に移す,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,黄疸,JkxnuWE,E-02-03-na-07,,,,,,技能案件,,別表に感染症を作成して移すか、臓器横断的技能に移す,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,発疹,JkxnuWI,E-02-03-na-08,,,,,,132で扱う,,別表に感染症を作成して移すか、臓器横断的技能に移す,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,リンパ節腫脹,JkxnuWM,E-02-03-na-09,,,,,,技能案件,,別表に感染症を作成して移すか、臓器横断的技能に移す,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,浮腫,JkxnuWQ,E-02-03-na-10,,,,,,技能案件,,別表に感染症を作成して移すか、臓器横断的技能に移す,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,胸水,JkxnuWU,E-02-03-na-11,,,,,,142か147で扱う,,削除（呼吸器固有の症状）,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,胸痛・胸部圧迫感,JkxnuWY,E-02-03-na-12,,,,,,技能案件,,削除（呼吸器固有の症状）,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,呼吸困難・息切れ,JkxnuWc,E-02-03-na-13,,,,,,技能案件,,別表に感染症を作成して移すか、臓器横断的技能に移す,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,咳・痰,JkxnuWg,E-02-03-na-14,,,,,,技能案件,,別表に感染症を作成して移すか、臓器横断的技能に移す,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,血痰・喀血,JkxnuWk,E-02-03-na-15,,,,,,技能案件,,削除（呼吸器固有の症状）,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,頭痛・頭重感,JkxnuWo,E-02-03-na-16,,,,,,技能案件,,別表に感染症を作成して移すか、臓器横断的技能に移す,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,腹痛,JkxnuWs,E-02-03-na-17,,,,,,技能案件,,別表に感染症を作成して移すか、臓器横断的技能に移す,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,悪心・嘔吐,JkxnuWw,E-02-03-na-18,編集あり,,,,,技能案件,,別表に感染症を作成して移すか、臓器横断的技能に移す,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,便秘・下痢・血便,JkxnuW0,E-02-03-na-19,,,,,,技能案件,,削除（消化器固有の症状）,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,吐血・下血,JkxnuW4,E-02-03-na-20,,,,,,152で扱う,,削除（消化器固有の症状）,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,血尿・タンパク尿,JkxnuW8,E-02-03-na-21,,,,,,血尿は技能、タンパク尿は157？,,削除（腎泌尿器固有の症候）,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,関節痛・関節腫脹,JkxnuXA,E-02-03-na-22,編集あり,,,,,技能案件,,別表に感染症を作成して移すか、臓器横断的技能に移す,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,腰背部痛,JkxnuXE,E-02-03-na-23,,,,,,技能案件,,別表に感染症を作成して移すか、臓器横断的技能に移す,,,,
全身に及ぶ生理的変化、病態、診断、治療,感染症,咽頭痛,JkxnuXI,,新設,,,,,187で扱う,,別表に感染症を作成して移すか、臓器横断的技能に移す,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,腫瘍の定義とその特性について、ゲノム異常や分子機構とともに説明できる,JkxnuXM,E-03-01-na-01,編集あり　講義で現状でも教えられている内容です(校正者),,,,,,,,,,114に含まれると思います,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,我が国及び世界における各腫瘍の頻度などについて説明できる,JkxnuXQ,,"新設,編集あり(校正者)",,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,腫瘍性疾患発症の遺伝的素因・基礎疾患・感染症・環境生活習慣などのリスク因子や、腫瘍の予防・健診について説明できる,JkxnuXU,,"新設,編集あり(校正者)",,,,,,,,,,114とやや被ると思います,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,腫瘍マーカー、バイオマーカー、がん遺伝子パネル検査など腫瘍に特化した検査とその所見を説明できる,JkxnuXY,E-03-02-na-01,"編集あり,編集あり(校正者)",,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,腫瘍の内視鏡検査・画像検査（単純X線、CT、MRI、PET・核医学、超音波など）とその診断を説明できる,JkxnuXc,E-03-02-na-02,"編集あり,編集あり(校正者)",,,,,,単純X線は単純エックス線と記載,,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,腫瘍の生検・細胞診や病理検査とその所見を説明できる,JkxnuXg,E-03-02-na-03,"編集あり,編集あり(校正者)",,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,腫瘍のTNM分類、ステージを説明できる,JkxnuXk,E-03-01-na-03,"編集あり,編集あり　グレードを削除(校正者)",,,,,115と重複,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,発熱・食欲低下・体重減少・貧血・リンパ節腫脹・サルコペニアを含むがん患者の症候について説明できる,JkxnuXo,,"新設, 症候をまとめるかセルに入れるか統一した方が良いと思います。（KY）→まとめました。サルコペニアを加えました。悪液質は他を包含するので加えませんでした。(校正者),まとめました。サルコペニアを加えました。悪液質は他を包含するので加えませんでした。(校正者)",,サルコペニアは加齢に伴う生理変化であり、がんに伴う病的変化では用いない方がよいのでは？,,,,,削除∵癌固有の問題ではないので、それぞれの項で横断的に考えるべき。担癌患者がうつ病を発症して食欲低下を来すことはむしろ多い。,,,腫瘍に限定しなくていい気がします,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,急性白血病、慢性骨髄性白血病、骨髄異形成症候群、成人T細胞白血病、真性赤血球増加症、本態性血小板血症、骨髄線維症、悪性リンパ腫、多発性骨髄腫について説明できる,JkxnuXs,E-03-05-na-01,"～について説明できる」と記載, 誤字、真正→真性では？（KY）,編集あり(校正者)",,,,,何を説明できるかが具体的なほうがよい。「〜の症状・症候、診断、治療を説明できる」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,膠芽腫、髄膜腫、神経鞘腫などの脳腫瘍、転移性脳腫瘍について説明できる,JkxnuXw,E-03-05-na-02,"～について説明できる」と記載,頻度の高い腫瘍追加(校正者)",,,,,何を説明できるかが具体的なほうがよい。「〜の症状・症候、診断、治療を説明できる」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,基底細胞癌、有棘細胞癌、悪性黒色腫、リンパ腫、血管肉腫、乳房外パジェット病などについて説明できる,JkxnuX0,E-03-05-na-03,～について説明できる」と記載,,,,,何を説明できるかが具体的なほうがよい。「〜の症状・症候、診断、治療を説明できる」,乳房外パジェット病は乳房外Paget病と記載,血管肉腫、乳房外パジェット病は専門的すぎるので割愛,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,骨肉腫、軟骨肉腫、ユーイング肉腫などの骨軟部腫瘍と転移性脊椎腫瘍について説明できる,JkxnuX4,E-03-05-na-04,"～について説明できる」と記載,腫瘍追加(校正者)",,,,,何を説明できるかが具体的なほうがよい。「〜の症状・症候、診断、治療を説明できる」,ユーイング肉腫はEwing肉腫と記載,,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,循環器系：粘液腫について説明できる,JkxnuX8,E-03-05-na-05,～について説明できる」と記載,,,,,何を説明できるかが具体的なほうがよい。「粘液腫の症状・症候、診断、治療を説明できる」,,専門的過ぎるので割愛,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,肺癌、胸膜中皮腫、転移性肺腫瘍、縦隔腫瘍について説明できる,JkxnuYA,E-03-05-na-06,"～について説明できる」と記載,癌種は色々ですがこのままにしました。(校正者)",,,,,何を説明できるかが具体的なほうがよい。「〜の症状・症候、診断、治療を説明できる」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,食道癌、胃癌、大腸ポリープ、大腸癌、胆嚢・胆管癌、原発性肝癌、膵内分泌腫瘍、嚢胞性膵腫瘍、膵癌について説明できる,JkxnuYE,E-03-05-na-07,～について説明できる」と記載,,,,,何を説明できるかが具体的なほうがよい。「〜の症状・症候、診断、治療を説明できる」,,,,,膵神経内分泌腫瘍の方がいいと思います,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,腎癌、腎盂尿管癌・膀胱癌について説明できる,JkxnuYI,E-03-05-na-08,"～について説明できる」と記載,名称を変えたのみで以前と同様です。(校正者)",,,,,何を説明できるかが具体的なほうがよい。「〜の症状・症候、診断、治療を説明できる」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,前立腺癌、精巣腫瘍、子宮頸癌、子宮体癌（子宮内膜癌）、卵巣腫瘍、絨毛性疾患（胞状奇胎、絨毛癌）について説明できる,JkxnuYM,E-03-05-na-09,～について説明できる」と記載,,,,,何を説明できるかが具体的なほうがよい。「〜の症状・症候、診断、治療を説明できる」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,原発性乳癌、線維腺腫、乳腺症について説明できる,JkxnuYQ,E-03-05-na-10,"～について説明できる」と記載,癌以外の疾患も必要との意見でした。(校正者)",,,,,何を説明できるかが具体的なほうがよい。「〜の症状・症候、診断、治療を説明できる」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,下垂体腫瘍、甲状腺腫瘍（腺腫様甲状腺腫、甲状腺癌）、褐色細胞腫、多発性内分泌腫瘍症について説明できる,JkxnuYU,E-03-05-na-11,"～について説明できる」と記載,腫瘍追加(校正者)",,,,,何を説明できるかが具体的なほうがよい。「〜の症状・症候、診断、治療を説明できる」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,頭頚部癌（舌癌、咽頭癌、喉頭癌など）について説明できる,JkxnuYc,E-03-05-na-13,"～について説明できる」と記載,編集あり(校正者)",,,,,何を説明できるかが具体的なほうがよい。「〜の症状・症候、診断、治療を説明できる」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,小児腫瘍について説明できる,JkxnuYg,"E-03-05-na-14,E-03-05-na-12",～について説明できる」と記載,,,,,何を説明できるかが具体的なほうがよい。「〜の種類、症状・症候、診断、治療を説明できる」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,原発不明癌、転移性腫瘍、重複癌、AYA世代の腫瘍、希少がんについて説明できる,JkxnuYk,E-03-05-na-05,"新設,重要と考えられる追加記載をしました。(校正者)",,,,,何を説明できるかが具体的なほうがよい。「〜の種類、症状・症候、診断、治療を説明できる」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,遺伝性非ポリポーシス性大腸癌（リンチ症候群）、家族性大腸腺腫症、遺伝性乳がん卵巣がん症候群などの遺伝性腫瘍について説明できる,JkxnuYo,E-03-04-na-02,重要と考えられる例を挙げました。(校正者),,"コアとして追加すべきか？
 267に「遺伝性腫瘍」として追記してはどうか",,,何を説明できるかが具体的なほうがよい。「〜について、症状・症候、診断、治療を説明できる」,リンチ症候群はLynch症候群と記載,遺伝性非ポリポーシス性大腸癌（リンチ症候群）は専門的過ぎるので割愛,,,248と重なるかもしれません。リンチ症候群はMSI検査で重要になるのでどこかでは触れておいてもいいかと思いました,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,腫瘍の診療における生命倫理を説明できる,JkxnuYs,E-03-04-na-02,他で包含される部分もありますが残しました。(校正者),,,,,社会59にも重複すると思いますが、がん診療特融の生命倫理アプローチというものがあるなら残す、でよい（そういうものはありますか？）,,生命倫理は腫瘍に特化した問題ではないので、別の総論に統合し、これは割愛,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,オンコロジック・エマージェンシー（脊髄圧迫、腫瘍崩壊、上大静脈症候群、代謝障害、治療の有害事象など）について説明できる,JkxnuYw,,"新設,追加しました。(校正者)",,,,,何を説明できるかが具体的なほうがよい。「〜の起こりやすいがん、病態生理、症状・症候と対応を説明できる」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,診療ガイドライン・集学的治療を説明できる,JkxnuY0,,"新設,追加しました。(校正者)",,,,,,,,,,ガイドラインについては総合22にでます。集学的治療は疾患ごとに異なるので不要ではないでしょうか,
