"臓器","分類","カテゴリ","サブカテゴリ","疾患","重要","Unnamed: 6","UID","H28対応項目","修正案(20220318)","作業用(20220417)","疾患(20220417)","作業予定(20220417)","コメント(20220318)","重要(20220318)","重複(計算列)","重複のため削除する項目に●(20220408)","重要度分類(スリム化チーム作業用)(20220330)","座長・副座長返答(1.医学教育課の意見を反映,2.原案ママ,3.その他)(20220411)","座長・副座長コメント(20220411)","医学教育課修正案(20220317)","医学教育課からのコメント(20220317)","診断","治療","教育","予防","作成時(20220316コメント)","修正案(20220316)","パフォーマンス"
"消化器系","疾患・病態","胆道疾患","なし","胆嚢炎","●","","Jlvnl5U","D-07-04-04-01,D-07-04-04-02,D-07-04-04-03,D-07-04-04-04","","胆嚢炎","胆嚢炎","重要","","●","","","","","","","","","","","","","",""
"消化器系","疾患・病態","胆道疾患","なし","胆管炎","●","","Jlvnl5Y","D-07-04-04-01,D-07-04-04-02,D-07-04-04-03,D-07-04-04-04","","胆管炎","胆管炎","重要","","●","","","","","","","","","","","","","",""
"消化器系","疾患・病態","胆道疾患","なし","胆嚢ポリープ","","","Jlvnl5g","D-07-04-04-01,D-07-04-04-02,D-07-04-04-03,D-07-04-04-04","","胆嚢ポリープ","胆嚢ポリープ","","","","","","","","","","","","","","","","",""
"消化器系","疾患・病態","胆道疾患","なし","先天性胆道拡張症","","","Jlvnl5k","D-07-04-04-01,D-07-04-04-02,D-07-04-04-03,D-07-04-04-04","","先天性胆道拡張症","先天性胆道拡張症","","","","","","","","","","","","","","","","",""
"消化器系","疾患・病態","胆道疾患","なし","膵・胆管合流異常症","","","Jlvnl5s","D-07-04-04-01,D-07-04-04-02,D-07-04-04-03,D-07-04-04-04","","膵・胆管合流異常症","膵・胆管合流異常症","","","","","","","","","","","","","","","","",""
"消化器系","疾患・病態","肝疾患","肝炎","A 型肝炎","●","","Jlvnl50","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","","A 型肝炎","A 型肝炎","重要","","●","","","","","","","","","","","","","",""
"消化器系","疾患・病態","肝疾患","肝炎","B 型肝炎","●","","Jlvnl54","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","","B 型肝炎","B 型肝炎","重要","","●","","","","","","","","","","","","","",""
"消化器系","疾患・病態","肝疾患","肝炎","C 型肝炎","●","","Jlvnl6A","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","","C 型肝炎","C 型肝炎","重要","","●","","","","","","","","","","","","","",""
"消化器系","疾患・病態","肝疾患","肝炎","","","","Jlvnl6E","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","","","D 型肝炎","削除","","（削除）","重複あり","","","","","","","","","","","","",""
"消化器系","疾患・病態","肝疾患","肝炎","","","","Jlvnl6M","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","","","E 型肝炎","削除","","（削除）","重複あり","","","","","","","","","","","","",""
"消化器系","疾患・病態","肝疾患","肝炎","急性肝炎","●","","Jlvnl6Q","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","","急性肝炎","急性肝炎","重要","","●","","","","","","","","","","","","統合すべきか?","",""
"消化器系","疾患・病態","肝疾患","肝炎","慢性肝炎","●","","Jlvnl6Y","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","","慢性肝炎","慢性肝炎","重要","","●","","","","","","","","","","","","統合すべきか?","",""
"消化器系","疾患・病態","肝疾患","肝炎","劇症型肝炎","●","","Jlvnl6g","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","","劇症型肝炎","劇症型肝炎","重要","","●","","","","","","","","","","","","","",""
"消化器系","疾患・病態","肝疾患","肝硬変および合併症","門脈圧亢進症","●","","Jlvnl6k","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","","門脈圧亢進症","門脈圧亢進症","重要","","●","","","","","","","","","","","","","",""
"消化器系","疾患・病態","肝疾患","肝硬変および合併症","肝性脳症","●","","Jlvnl6s","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","","肝性脳症","肝性脳症","重要","","●","","","","","","","","","","","","","",""
"消化器系","疾患・病態","肝疾患","肝硬変および合併症","肝癌","●","","Jlvnl6w","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","","肝癌","肝癌","重要","","●","","","","","","","","","","","","","",""
"消化器系","疾患・病態","肝疾患","なし","アルコール性肝障害","●","","Jlvnl64","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","","アルコール性肝障害","アルコール性肝障害","重要","","●（追記）","","","","","","","","","","","","","",""
"消化器系","疾患・病態","肝疾患","なし","薬物性肝障害","","","Jlvnl68","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","","薬物性肝障害","薬物性肝障害","","","","","","","","","","","","","","","","",""
"消化器系","疾患・病態","肝疾患","なし","肝膿瘍","","","Jlvnl7E","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","","肝膿瘍","肝膿瘍","","","","","","","","","","","","","","","","",""
"消化器系","疾患・病態","肝疾患","なし","原発性胆汁性肝硬変<PBC>","","","Jlvnl7I","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","","原発性胆汁性肝硬変<PBC>","原発性胆汁性肝硬変<PBC>","","<PBC>を追加（岡崎）","","","","","","","","","","","","","","",""
"消化器系","疾患・病態","肝疾患","なし","原発性硬化性胆管炎","","","Jlvnl7Q","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","","原発性硬化性胆管炎","原発性硬化性胆管炎","","","","","","","","","","","","","","","","",""
"消化器系","疾患・病態","肝疾患","なし","自己免疫性肝炎","","","Jlvnl7Y","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","","自己免疫性肝炎","自己免疫性肝炎","","","","","","","","","","","","","","","","",""
"消化器系","疾患・病態","肝疾患","なし","脂肪肝","●","","Jlvnl7c","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","","脂肪肝","脂肪肝","重要","","●","","","","","","","","","","","","","",""
"消化器系","疾患・病態","膵臓疾患","なし","急性膵炎（アルコール性・胆石性・特発性）","●","","Jlvnl7k","D-07-04-06-01,D-07-04-06-02,D-07-04-06-03","","急性膵炎（アルコール性・胆石性・特発性）","急性膵炎（アルコール性・胆石性・特発性）","重要","","●","","","","","","","","","","","","","",""
"消化器系","疾患・病態","膵臓疾患","なし","慢性膵炎（アルコール性・特発性）","●","","Jlvnl7o","D-07-04-06-01,D-07-04-06-02,D-07-04-06-03","","慢性膵炎（アルコール性・特発性）","慢性膵炎（アルコール性・特発性）","重要","","●","","","","","","","","","","","","","",""
"消化器系","疾患・病態","膵臓疾患","なし","自己免疫性膵炎","","","Jlvnl7w","D-07-04-06-01,D-07-04-06-02,D-07-04-06-03","","自己免疫性膵炎","自己免疫性膵炎","","","","","","","","","","","","","","","","",""
"消化器系","疾患・病態","腹膜・腹壁・横隔膜疾患","なし","腹膜炎","●","","Jlvnl70","D-07-04-07-01,D-07-04-07-02,D-07-04-07-03","","腹膜炎","腹膜炎","重要","","●","","","","","","","","","","","","","",""
"消化器系","疾患・病態","腹膜・腹壁・横隔膜疾患","なし","ヘルニア（滑脱・嵌頓・絞扼）","","","Jlvnl78","D-07-04-07-01,D-07-04-07-02,D-07-04-07-03","","ヘルニア（滑脱・嵌頓・絞扼）","ヘルニア（滑脱・嵌頓・絞扼）","","","","","","","","","","","","","","","","",""
"消化器系","疾患・病態","腹膜・腹壁・横隔膜疾患","なし","鼠径部ヘルニア","●","","Jlvnl8E","D-07-04-07-01,D-07-04-07-02,D-07-04-07-03","","鼠径部ヘルニア","鼠径部ヘルニア","重要","","●","","","","","","","","","","","","","",""
"消化器系","疾患・病態","腫瘍性疾患","なし","※腫瘍の項目を参照","","","Jlvnl8I","D-07-04-08-01,D-07-04-08-02,D-07-04-08-03,D-07-04-08-04,D-07-04-08-05,D-07-04-08-06,D-07-04-08-07,D-07-04-08-08,D-07-04-08-09,D-07-04-08-10,D-07-04-08-11,D-07-04-08-12","","※腫瘍の項目を参照","※腫瘍の項目を参照","重複削除","","","重複あり","●","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","腎機能の障害","なし","急性腎障害 <AKI>","●","","Jlvnl8Q","D-08-04-01-01,D-08-04-01-02, D-08-04-01-03, D-08-04-01-04, D-08-04-01-05,","","急性腎障害 <AKI>","急性腎障害 <AKI>","重要","","●","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","腎機能の障害","なし","慢性腎臓病 <CKD>","●","","Jlvnl8U","D-08-04-01-01,D-08-04-01-02, D-08-04-01-03, D-08-04-01-04, D-08-04-01-05,","","慢性腎臓病 <CKD>","慢性腎臓病 <CKD>","重要","","●","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","腎機能の障害","なし","慢性腎不全","","","Jlvnl8c","D-08-04-01-01,D-08-04-01-02, D-08-04-01-03, D-08-04-01-04, D-08-04-01-05,","","慢性腎不全","慢性腎不全","","","","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","電解質異常","なし","高・低ナトリウム 血症","●","","Jlvnl8g","D-08-03-01-01,D-08-03-01-02,D-08-03-01-03,D-08-03-01-04","","高・低ナトリウム 血症","高・低ナトリウム 血症","重要","Na→ナトリウムへ修正（岡崎／小松）","●（追記）","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","電解質異常","なし","高・低カリウム血症","●","","Jlvnl8o","D-08-03-01-01,D-08-03-01-02,D-08-03-01-03,D-08-03-01-04","","高・低カリウム血症","高・低カリウム血症","重要","K→カリウムへ修正（岡崎／小松）","●（追記）","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","電解質異常","なし","高・低カルシウム 血症","●","","Jlvnl8s","D-08-03-01-01,D-08-03-01-02,D-08-03-01-03,D-08-03-01-04","","高・低カルシウム 血症","高・低カルシウム 血症","重要","Ca→カルシウムへ修正（岡崎／小松）","●（追記）","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","電解質異常","なし","高・低リン血症","","","Jlvnl80","D-08-03-01-01,D-08-03-01-02,D-08-03-01-03,D-08-03-01-04","","高・低リン血症","高・低リン血症","","P→リンへ修正（岡崎／小松）","","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","電解質異常","なし","高・低マグネシウム血症","","","Jlvnl84","D-08-03-01-01,D-08-03-01-02,D-08-03-01-03,D-08-03-01-04","","高・低マグネシウム血症","高・低マグネシウム血症","","Mg→マグネシウムへ修正（岡崎／小松）","","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","酸・塩基平衡障害","なし","アシドーシス（代謝性・呼吸性）","","","Jlvnl9A","D-08-04-09-01, D-08-04-09-02","","アシドーシス（代謝性・呼吸性）","アシドーシス（代謝性・呼吸性）","","","","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","酸・塩基平衡障害","なし","アルカローシス（代謝性・呼吸性）","","","Jlvnl9I","D-08-04-09-01, D-08-04-09-02","","アルカローシス（代謝性・呼吸性）","アルカローシス（代謝性・呼吸性）","","","","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","原発性糸球体疾患","なし","急性糸球体腎炎","●","","Jlvnl9M","D-08-04-02-01, D-08-04-02-02, D-08-04-02-03","","急性糸球体腎炎","急性糸球体腎炎","重要","","●","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","原発性糸球体疾患","なし","IgA腎症","●","","Jlvnl9U","D-08-04-02-01, D-08-04-02-02, D-08-04-02-03","","IgA腎症","IgA腎症","重要","","●","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","原発性糸球体疾患","なし","膜性腎症","●","","Jlvnl9Y","D-08-04-02-01, D-08-04-02-02, D-08-04-02-03","","膜性腎症","膜性腎症","重要","","●","","","●","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","原発性糸球体疾患","なし","巣状分節性糸球体硬化症","","","Jlvnl9g","D-08-04-02-01, D-08-04-02-02, D-08-04-02-03","","巣状分節性糸球体硬化症","巣状分節性糸球体硬化症","","","（削除）","","","●","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","原発性糸球体疾患","なし","微小変化群","●","","Jlvnl9k","D-08-04-02-01, D-08-04-02-02, D-08-04-02-03","","微小変化群","微小変化群","重要","","●","","","●","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","原発性糸球体疾患","なし","膜性増殖性糸球体腎炎","","","Jlvnl9s","D-08-04-02-01, D-08-04-02-02, D-08-04-02-03","","膜性増殖性糸球体腎炎","膜性増殖性糸球体腎炎","","","","","","●","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","高血圧および腎血管障害","なし","腎硬化症","","","Jlvnl90","D-08-04-03-01, D-08-04-03-02","","腎硬化症","腎硬化症","","","","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","高血圧および腎血管障害","なし","腎血管性高血圧症","","","Jlvnl94","D-08-04-03-01, D-08-04-03-02","","腎血管性高血圧症","腎血管性高血圧症","","","","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","尿細管・間質性疾患","なし","尿細管性アシドーシス","","","Jlvnl-A","D-08-04-04-01,  D-08-04-05-01, D-08-04-05-02","","尿細管性アシドーシス","尿細管性アシドーシス","","","","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","尿細管・間質性疾患","なし","尿細管間質性腎炎（急性・慢性）","","","Jlvnl-E","D-08-04-04-01,  D-08-04-05-01, D-08-04-05-02","","尿細管間質性腎炎（急性・慢性）","尿細管間質性腎炎（急性・慢性）","","","","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","尿細管・間質性疾患","なし","急性腎盂腎炎","●","","Jlvnl-M","D-08-04-04-01,  D-08-04-05-01, D-08-04-05-02","","急性腎盂腎炎","急性腎盂腎炎","重要","","●慢性を削除 ","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","全身性疾患による腎障害","なし","糖尿病腎障害","●","","Jlvnl-Q","D-08-04-06-01, D-08-04-06-02, D-08-04-06-03, D-08-04-06-04,. D-08-04-06-05","","糖尿病腎障害","糖尿病腎障害","重要","","●","","","●","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","全身性疾患による腎障害","なし","IgA血管炎(紫斑病性腎炎）","","","Jlvnl-Y","D-08-04-06-01, D-08-04-06-02, D-08-04-06-03, D-08-04-06-04,. D-08-04-06-05","","IgA血管炎(紫斑病性腎炎）","IgA血管炎(紫斑病性腎炎）","","","","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","全身性疾患による腎障害","なし","アミロイド腎症","","","Jlvnl-g","D-08-04-06-01, D-08-04-06-02, D-08-04-06-03, D-08-04-06-04,. D-08-04-06-05","","アミロイド腎症","アミロイド腎症","","","","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","全身性疾患による腎障害","膠原病類縁疾患","ループス腎炎","","","Jlvnl-k","D-08-04-06-01, D-08-04-06-02, D-08-04-06-03, D-08-04-06-04,. D-08-04-06-05","","ループス腎炎","ループス腎炎","","","","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","全身性疾患による腎障害","膠原病類縁疾患","血管炎症候群","","","Jlvnl-s","D-08-04-06-01, D-08-04-06-02, D-08-04-06-03, D-08-04-06-04,. D-08-04-06-05","","血管炎症候群","血管炎症候群","","","","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","全身性疾患による腎障害","なし","抗糸球体基底膜病 <抗GBM病> (Goodpasture症候群)","","","Jlvnl-w","D-08-04-06-01, D-08-04-06-02, D-08-04-06-03, D-08-04-06-04,. D-08-04-06-05","","抗糸球体基底膜病 <抗GBM病> (Goodpasture症候群)","抗糸球体基底膜病 <抗GBM病> (Goodpasture症候群)","","","","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","先天異常と外傷","なし","多発性嚢胞腎","","","Jlvnl-4","D-08-04-07-01, D-08-04-07-02","","多発性嚢胞腎","多発性嚢胞腎","","","","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","先天異常と外傷","なし","膀胱尿管逆流","","","Jlvnl-8","D-08-04-07-01, D-08-04-07-02","","膀胱尿管逆流","膀胱尿管逆流","重複削除","","","重複あり","●","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","先天異常と外傷","なし","腎外傷","","","Jlvnl_E","D-08-04-07-01, D-08-04-07-02","","腎外傷","腎外傷","","","","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","尿路疾患","なし","尿路結石","●","","Jlvnl_I","D-08-04-08-01, D-08-04-08-02, D-08-04-08-03","","尿路結石","尿路結石","重要","","●","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","尿路疾患","尿路の炎症","膀胱炎","●","","Jlvnl_Q","D-08-04-08-01, D-08-04-08-02, D-08-04-08-03","","膀胱炎","膀胱炎","重要","","●","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","尿路疾患","尿路の炎症","前立腺炎","●","","Jlvnl_U","D-08-04-08-01, D-08-04-08-02, D-08-04-08-03","","前立腺炎","前立腺炎","重要","","●","重複あり","","●","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","尿路疾患","尿路の炎症","尿道炎","●","","Jlvnl_c","D-08-04-08-01, D-08-04-08-02, D-08-04-08-03","","尿道炎","尿道炎","重要","","●","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","尿路疾患","なし","神経因性膀胱","","","Jlvnl_g","D-08-04-08-01, D-08-04-08-02, D-08-04-08-03","","神経因性膀胱","神経因性膀胱","","","","","","","","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","腫瘍性疾患","なし","※腫瘍の項目を参照","","","Jlvnl_o","D-08-04-09-01, D-08-04-09-02","","※腫瘍の項目を参照","※腫瘍の項目を参照","重複削除","","","重複あり","●","","","","","","","","","","","",""
"生殖機能","疾患・病態","男性生殖器疾患","なし","男性不妊症","","","Jlvnl_w","D-09-04-01-01,D-09-04-01-02,D-09-04-01-03","","男性不妊症","男性不妊症","","","","","","","","","","","","","","","","",""
"生殖機能","疾患・病態","男性生殖器疾患","なし","前立腺肥大症","●","","Jlvnl_0","D-09-04-01-01,D-09-04-01-02,D-09-04-01-03","","前立腺肥大症","前立腺肥大症","重要","","●","","","","","","","","","","","","","",""
"生殖機能","疾患・病態","男性生殖器疾患","なし","前立腺炎","","","Jlvnl_8","D-09-04-01-01,D-09-04-01-02,D-09-04-01-03","","前立腺炎","前立腺炎","重複削除","","","重複あり","●","","","","","","","","","","","",""
"生殖機能","疾患・病態","男性生殖器疾患","なし","停留精巣","","","JlvnmAA","D-09-04-01-01,D-09-04-01-02,D-09-04-01-03","","停留精巣","停留精巣","","","","","","","","","","","","","","","","",""
"生殖機能","疾患・病態","男性生殖器疾患","なし","陰嚢内腫瘤","","","JlvnmAI","D-09-04-01-01,D-09-04-01-02,D-09-04-01-03","","陰嚢内腫瘤","陰嚢内腫瘤","","","","","","","","","","","","","","","","",""
"生殖機能","疾患・病態","男性生殖器疾患","なし","精巣捻転症","","","JlvnmAQ","D-09-04-01-01,D-09-04-01-02,D-09-04-01-03","","精巣捻転症","精巣捻転症","","","","","","●","","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","なし","内外生殖器の先天異常","","","JlvnmAU","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","内外生殖器の先天異常","内外生殖器の先天異常","","","","","","","","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","なし","卵巣機能障害","","","JlvnmAc","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","卵巣機能障害","卵巣機能障害","","","","","","","","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","月経異常","月経前症候群","","","JlvnmAg","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","月経前症候群","月経前症候群","","","（削除）","","","","","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","月経異常","機能性月経困難症","●","","JlvnmAo","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","機能性月経困難症","機能性月経困難症","重要","","●","","","●","","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","なし","視床下部性無月経","","","JlvnmAs","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","視床下部性無月経","視床下部性無月経","","","","","","","","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","なし","更年期障害","●","","JlvnmA0","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","更年期障害","更年期障害","重要","","●","","","","","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","なし","不妊症","","","JlvnmA4","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","不妊症","不妊症","","","","","","","","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","なし","子宮筋腫・子宮腺筋症","●","","JlvnmBA","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","子宮筋腫・子宮腺筋症","子宮筋腫・子宮腺筋症","重要","","●","","","","","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","なし","子宮内膜症","●","","JlvnmBE","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","子宮内膜症","子宮内膜症","重要","","●","","","","","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","なし","外陰・腟と骨盤内感染症","","","JlvnmBM","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","外陰・腟と骨盤内感染症","外陰・腟と骨盤内感染症","","","","","","","","","","","","","","","","",""
"生殖機能","疾患・病態","腫瘍性疾患（男性）","なし","※腫瘍の項目を参照","","","JlvnmBU","D-09-04-03-01,D-09-04-03-02","","※腫瘍の項目を参照","※腫瘍の項目を参照","重複削除","","","重複あり","●","","","","","","","","","","","",""
"生殖機能","疾患・病態","腫瘍性疾患（女性）","なし","※腫瘍の項目を参照","","","JlvnmBY","D-09-04-03-03,D-09-04-03-04,D-09-04-03-05","","※腫瘍の項目を参照","※腫瘍の項目を参照","重複削除","","","重複あり","●","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常妊娠","なし","妊娠悪阻","","","JlvnmBg","D-10-04-na-01","","妊娠悪阻","妊娠悪阻","","","","","","●","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常妊娠","なし","異所性妊娠","●","","JlvnmBk","D-10-04-na-01","","異所性妊娠","異所性妊娠","重要","","●（追記）","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常妊娠","なし","流産・切迫流産","●","","JlvnmBs","D-10-04-na-01","","流産・切迫流産","流産・切迫流産","重要","","●","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常妊娠","なし","ハイリスク妊娠","","","JlvnmBw","D-10-04-na-01","","ハイリスク妊娠","ハイリスク妊娠","","","","","","●","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常妊娠","なし","妊娠高血圧症候群","●","","JlvnmB4","D-10-04-na-01","","妊娠高血圧症候群","妊娠高血圧症候群","重要","","●","","","","","","","","","","","","","",""
